	gene_id_NP53_1_
RINL	7
RINT1	12
RIOK1	13
RIOK2	9
RIOK3	55
RIPK1	47
RIPK2	3
RIPK3	6
RIPK4	51
RIPPLY1	0
RIPPLY2	1
RIPPLY3	2
RIT1	27
RIT2	0
RITA1	7
RLBP1	0
RLF	16
RLIM	30
RLN1	0
RLN2	0
RLN3	2
RLTPR	4
RMDN1	21
RMDN2	0
RMDN2_AS1	0
RMDN3	51
RMI1	3
RMI2	1
RMND1	4
RMND5A	28
RMND5B	10
RMRP	14985
RMST	0
RN7SK	3070
RN7SL1	1321
RN7SL2	12198
RNA18S5	124
RNA28S5	58
RNA45S5	264
RNA5_8S5	2
RNA5S1	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	2033
RNASE1	1
RNASE10	0
RNASE11	0
RNASE12	0
RNASE13	1
RNASE2	0
RNASE3	0
RNASE4	3
RNASE6	0
RNASE7	11
RNASE8	0
RNASE9	0
RNASEH1	12
RNASEH1_AS1	6
RNASEH2A	20
RNASEH2B	4
RNASEH2B_AS1	0
RNASEH2C	554
RNASEK	1
RNASEK_C17orf49	1
RNASEL	15
RNASET2	21
RND1	2
RND2	4
RND3	76
RNF10	72
RNF103	22
RNF103_CHMP3	1
RNF11	16
RNF111	22
RNF112	1
RNF113A	8
RNF113B	0
RNF114	24
RNF115	29
RNF121	16
RNF122	0
RNF123	42
RNF125	7
RNF126	11
RNF126P1	0
RNF128	2
RNF13	29
RNF130	35
RNF133	1
RNF135	9
RNF138	20
RNF138P1	3
RNF139	5
RNF139_AS1	4
RNF14	17
RNF141	30
RNF144A	1
RNF144A_AS1	1
RNF144B	5
RNF145	43
RNF146	19
RNF148	1
RNF149	9
RNF150	5
RNF151	0
RNF152	5
RNF157	5
RNF157_AS1	8
RNF165	4
RNF166	8
RNF167	26
RNF168	26
RNF169	47
RNF17	0
RNF170	13
RNF175	0
RNF180	8
RNF181	20
RNF182	1
RNF183	0
RNF185	9
RNF186	0
RNF187	24
RNF19A	37
RNF19B	46
RNF2	8
RNF20	81
RNF207	23
RNF208	1
RNF212	0
RNF212B	2
RNF213	1170
RNF214	41
RNF215	3
RNF216	23
RNF216_IT1	0
RNF216P1	5
RNF217	7
RNF217_AS1	0
RNF219	5
RNF219_AS1	0
RNF220	18
RNF222	7
RNF223	3
RNF224	5
RNF225	0
RNF24	12
RNF25	11
RNF26	5
RNF31	54
RNF32	7
RNF34	20
RNF38	11
RNF39	6
RNF4	21
RNF40	85
RNF41	18
RNF43	29
RNF44	15
RNF5	21
RNF5P1	0
RNF6	55
RNF7	17
RNF8	17
RNFT1	6
RNFT2	7
RNGTT	19
RNH1	36
RNLS	21
RNMT	25
RNMTL1	6
RNPC3	27
RNPEP	32
RNPEPL1	16
RNPS1	31
RNU1_1	0
RNU1_13P	85
RNU1_2	0
RNU1_27P	0
RNU1_28P	0
RNU1_3	0
RNU1_4	0
RNU105B	0
RNU105C	0
RNU11	5591
RNU12	122
RNU2_1	2
RNU2_2P	267
RNU4_1	102
RNU4_2	265
RNU4ATAC	68
RNU5A_1	109
RNU5B_1	93
RNU5D_1	0
RNU5E_1	88
RNU5F_1	6
RNU6_1	0
RNU6_10P	0
RNU6_14P	0
RNU6_15P	0
RNU6_16P	1
RNU6_19P	0
RNU6_2	0
RNU6_21P	3
RNU6_23P	0
RNU6_26P	1
RNU6_28P	2
RNU6_30P	2
RNU6_31P	24
RNU6_33P	0
RNU6_34P	1
RNU6_35P	0
RNU6_36P	162
RNU6_39P	0
RNU6_42P	1
RNU6_45P	0
RNU6_46P	0
RNU6_48P	0
RNU6_52P	0
RNU6_53P	0
RNU6_55P	0
RNU6_56P	0
RNU6_57P	0
RNU6_58P	0
RNU6_59P	0
RNU6_63P	0
RNU6_64P	0
RNU6_66P	1
RNU6_67P	1
RNU6_68P	0
RNU6_69P	0
RNU6_7	0
RNU6_71P	0
RNU6_72P	0
RNU6_75P	0
RNU6_76P	0
RNU6_78P	0
RNU6_79P	0
RNU6_8	0
RNU6_81P	0
RNU6_82P	0
RNU6_83P	0
RNU6_9	0
RNU6ATAC	31
RNU7_1	0
RNU86	2
RNVU1_1	523
RNVU1_14	6
RNVU1_15	62
RNVU1_17	56
RNVU1_18	0
RNVU1_19	14
RNVU1_20	0
RNVU1_3	95
RNVU1_4	0
RNVU1_6	5
RNVU1_7	20
RNVU1_8	10297
RNY1	238
RNY3	55
RNY4	6
RNY5	1630
ROBO1	15
ROBO2	1
ROBO3	0
ROBO4	0
ROCK1	75
ROCK1P1	0
ROCK2	35
ROGDI	25
ROM1	1
ROMO1	33
ROPN1	0
ROPN1B	80
ROPN1L	54
ROPN1L_AS1	0
ROR1	0
ROR1_AS1	0
ROR2	1
RORA	21
RORA_AS1	4
RORA_AS2	0
RORB	1
RORB_AS1	1
RORC	15
ROS1	0
RP1	159
RP11_87M18.2	0
RP1L1	9
RP2	10
RP9	5
RP9P	4
RPA1	41
RPA2	8
RPA3	9
RPA4	0
RPAIN	14
RPAP1	17
RPAP2	9
RPAP3	33
RPARP_AS1	2
RPE	9
RPE65	0
RPEL1	0
RPF1	13
RPF2	12
RPGR	80
RPGRIP1	0
RPGRIP1L	65
RPH3A	1
RPH3AL	1
RPIA	5
RPL10	47
RPL10A	39
RPL10L	2
RPL11	67
RPL12	113
RPL13	72
RPL13A	184
RPL13AP17	0
RPL13AP20	0
RPL13AP3	0
RPL13AP5	0
RPL13AP6	0
RPL13P5	0
RPL14	60
RPL15	64
RPL17	2
RPL17_C18orf32	0
RPL18	48
RPL18A	30
RPL19	171
RPL19P12	1
RPL21	21
RPL21P28	0
RPL21P44	1
RPL22	14
RPL22L1	8
RPL23	46
RPL23A	52
RPL23AP32	0
RPL23AP53	3
RPL23AP64	6
RPL23AP7	5
RPL23AP82	5
RPL23AP87	0
RPL23P8	0
RPL24	34
RPL26	91
RPL26L1	8
RPL27	78
RPL27A	38
RPL28	59
RPL29	35
RPL29P2	0
RPL3	206
RPL30	63
RPL31	57
RPL31P11	0
RPL32	53
RPL32P3	32
RPL34	46
RPL34_AS1	4
RPL35	44
RPL35A	31
RPL36	62
RPL36A	0
RPL36A_HNRNPH2	0
RPL36AL	45
RPL37	59
RPL37A	55
RPL38	83
RPL39	5
RPL39L	0
RPL3L	0
RPL4	116
RPL41	82
RPL5	109
RPL6	62
RPL7	47
RPL7A	64
RPL7L1	14
RPL8	97
RPL9	31
RPLP0	110
RPLP0P2	0
RPLP1	150
RPLP2	123
RPN1	62
RPN2	39
RPP14	10
RPP21	0
RPP25	6
RPP25L	1
RPP30	3
RPP38	15
RPP40	0
RPPH1	35388
RPRD1A	29
RPRD1B	17
RPRD2	40
RPRM	10
RPRML	2
RPS10	1
RPS10_NUDT3	0
RPS10P7	0
RPS11	58
RPS12	70
RPS13	23
RPS14	256
RPS14P3	3
RPS15	28
RPS15A	29
RPS15AP10	3
RPS16	38
RPS16P5	14
RPS17	62
RPS18	68
RPS18P9	1
RPS19	43
RPS19BP1	11
RPS2	40
RPS20	66
RPS21	34
RPS23	66
RPS24	89
RPS25	67
RPS26	17
RPS26P11	0
RPS27	50
RPS27A	55
RPS27L	4
RPS28	2
RPS29	14
RPS2P32	0
RPS3	108
RPS3A	37
RPS4X	90
RPS4Y1	29
RPS4Y2	0
RPS5	40
RPS6	159
RPS6KA1	24
RPS6KA2	34
RPS6KA2_AS1	0
RPS6KA2_IT1	0
RPS6KA3	29
RPS6KA4	23
RPS6KA5	30
RPS6KA6	9
RPS6KB1	32
RPS6KB2	26
RPS6KC1	10
RPS6KL1	5
RPS7	23
RPS7P5	0
RPS8	108
RPS9	70
RPSA	42
RPSAP52	0
RPSAP58	6
RPSAP9	0
RPTN	50
RPTOR	24
RPUSD1	8
RPUSD2	8
RPUSD3	7
RPUSD4	6
RQCD1	26
RRAD	982
RRAGA	22
RRAGB	4
RRAGC	13
RRAGD	18
RRAS	1
RRAS2	6
RRBP1	213
RREB1	117
RRH	0
RRM1	12
RRM2	0
RRM2B	17
RRN3	11
RRN3P1	4
RRN3P2	9
RRN3P3	4
RRNAD1	9
RRP1	21
RRP12	59
RRP15	11
RRP1B	21
RRP36	16
RRP7A	26
RRP7BP	7
RRP8	5
RRP9	22
RRS1	18
RRS1_AS1	7
RS1	0
RSAD1	12
RSAD2	203
RSBN1	31
RSBN1L	43
RSC1A1	10
RSF1	72
RSG1	11
RSL1D1	37
RSL24D1	23
RSPH1	426
RSPH10B	0
RSPH10B2	0
RSPH14	7
RSPH3	117
RSPH4A	252
RSPH6A	0
RSPH9	34
RSPO1	0
RSPO2	4
RSPO3	0
RSPO4	0
RSPRY1	27
RSRC1	20
RSRC2	124
RSRP1	63
RSU1	19
RSU1P2	0
RTBDN	1
RTCA	16
RTCA_AS1	4
RTCB	21
RTEL1	0
RTEL1_TNFRSF6B	0
RTF1	42
RTFDC1	38
RTKN	8
RTKN2	3
RTL1	1
RTN1	4
RTN2	6
RTN3	51
RTN4	87
RTN4IP1	4
RTN4R	0
RTN4RL1	2
RTN4RL2	0
RTP1	0
RTP2	1
RTP3	0
RTP4	20
RTP5	1
RTTN	11
RUFY1	42
RUFY2	29
RUFY3	44
RUFY4	16
RUNDC1	56
RUNDC3A	7
RUNDC3A_AS1	0
RUNDC3B	0
RUNX1	124
RUNX1_IT1	0
RUNX1T1	5
RUNX2	8
RUNX3	7
RUSC1	11
RUSC1_AS1	3
RUSC2	34
RUVBL1	66
RUVBL1_AS1	0
RUVBL2	105
RWDD1	21
RWDD2A	1
RWDD2B	2
RWDD3	6
RWDD4	3
RXFP1	2
RXFP2	0
RXFP3	4
RXFP4	0
RXRA	43
RXRB	28
RXRG	0
RYBP	17
RYK	15
RYR1	8
RYR2	0
RYR3	14
S100A1	3
S100A10	42
S100A11	154
S100A12	3
S100A13	51
S100A14	33
S100A16	23
S100A2	5
S100A3	0
S100A4	38
S100A5	4
S100A6	438
S100A7	32
S100A7A	0
S100A7L2	0
S100A8	108
S100A9	214
S100B	0
S100G	0
S100P	82
S100PBP	9
S100Z	0
S1PR1	0
S1PR2	5
S1PR3	2
S1PR4	0
S1PR5	1
SAA1	0
SAA2	2
SAA2_SAA4	0
SAA3P	0
SAA4	0
SAAL1	5
SAC3D1	2
SACM1L	25
SACS	8
SACS_AS1	1
SAE1	16
SAFB	115
SAFB2	118
SAG	0
SAGE1	0
SALL1	2
SALL2	0
SALL3	4
SALL4	0
SALRNA1	6
SALRNA2	0
SALRNA3	0
SAMD1	7
SAMD10	3
SAMD11	0
SAMD12	30
SAMD12_AS1	1
SAMD13	0
SAMD14	0
SAMD15	79
SAMD3	0
SAMD4A	10
SAMD4B	86
SAMD5	1
SAMD7	0
SAMD8	20
SAMD9	225
SAMD9L	197
SAMHD1	198
SAMM50	6
SAMSN1	3
SAMSN1_AS1	0
SAP130	14
SAP18	88
SAP25	0
SAP30	7
SAP30BP	31
SAP30L	22
SAP30L_AS1	2
SAPCD1	0
SAPCD1_AS1	2
SAPCD2	2
SAR1A	38
SAR1B	16
SARAF	79
SARDH	74
SARM1	4
SARNP	8
SARS	30
SARS2	8
SART1	96
SART3	38
SASH1	59
SASH3	0
SASS6	1
SAT1	998
SAT2	304
SATB1	91
SATB1_AS1	0
SATB2	17
SATB2_AS1	1
SATL1	1
SAV1	16
SAXO1	4
SAXO2	137
SAYSD1	13
SBDS	14
SBDSP1	10
SBF1	62
SBF1P1	0
SBF2	36
SBF2_AS1	2
SBK1	3
SBK2	1
SBK3	0
SBNO1	76
SBNO2	84
SBSN	33
SBSPON	0
SC5D	12
SCAF1	80
SCAF11	143
SCAF4	30
SCAF8	57
SCAI	18
SCAMP1	24
SCAMP1_AS1	14
SCAMP2	11
SCAMP3	10
SCAMP4	26
SCAMP5	8
SCAND1	17
SCAND2P	11
SCAP	20
SCAPER	27
SCARA3	14
SCARA5	1
SCARB1	2
SCARB2	80
SCARF1	8
SCARF2	22
SCARNA1	3
SCARNA10	148
SCARNA11	50
SCARNA12	8
SCARNA13	0
SCARNA14	1
SCARNA15	0
SCARNA16	107
SCARNA17	81
SCARNA18	0
SCARNA2	70
SCARNA20	2
SCARNA21	19
SCARNA22	7
SCARNA23	2
SCARNA27	2
SCARNA3	25
SCARNA4	107
SCARNA5	89
SCARNA6	25
SCARNA7	123
SCARNA8	71
SCARNA9	12
SCARNA9L	2
SCART1	8
SCCPDH	19
SCD	12
SCD5	17
SCEL	68
SCEL_AS1	0
SCFD1	21
SCFD2	6
SCG2	4
SCG3	0
SCG5	0
SCGB1A1	131
SCGB1B2P	35
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0
SCGB1D4	0
SCGB2A1	2
SCGB2A2	0
SCGB2B2	0
SCGB2B3P	0
SCGB3A1	47
SCGB3A2	0
SCGN	0
SCHIP1	0
SCHLAP1	2
SCIMP	2
SCIN	42
SCLT1	28
SCLY	0
SCMH1	12
SCML1	5
SCML2	0
SCML4	0
SCN10A	1
SCN11A	4
SCN1A	0
SCN1B	0
SCN2A	1
SCN2B	9
SCN3A	0
SCN3B	1
SCN4A	1
SCN4B	33
SCN5A	10
SCN7A	0
SCN8A	3
SCN9A	2
SCNM1	0
SCNN1A	234
SCNN1B	14
SCNN1D	4
SCNN1G	21
SCO1	12
SCO2	12
SCOC	15
SCOC_AS1	3
SCP2	60
SCP2D1	0
SCPEP1	83
SCRG1	1
SCRIB	59
SCRN1	23
SCRN2	27
SCRN3	8
SCRT1	8
SCRT2	3
SCT	138
SCTR	0
SCUBE1	0
SCUBE2	1
SCUBE3	25
SCX	4
SCYL1	37
SCYL2	21
SCYL3	23
SDAD1	19
SDC1	37
SDC2	6
SDC3	1
SDC4	150
SDC4P	1
SDCBP	26
SDCBP2	0
SDCBP2_AS1	6
SDCCAG3	18
SDCCAG8	19
SDE2	16
SDF2	6
SDF2L1	7
SDF4	43
SDHA	72
SDHAF1	3
SDHAF2	5
SDHAF3	6
SDHAF4	10
SDHAP1	20
SDHAP2	27
SDHAP3	5
SDHB	22
SDHC	10
SDHD	8
SDK1	89
SDK2	135
SDPR	4
SDR16C5	8
SDR16C6P	0
SDR39U1	5
SDR42E1	3
SDR9C7	0
SDS	1
SDSL	2
SEBOX	0
SEC11A	14
SEC11C	22
SEC13	61
SEC14L1	93
SEC14L1P1	0
SEC14L2	12
SEC14L3	92
SEC14L4	7
SEC14L5	17
SEC14L6	0
SEC16A	143
SEC16B	12
SEC1P	2
SEC22A	4
SEC22B	15
SEC22C	12
SEC23A	12
SEC23B	33
SEC23IP	30
SEC24A	15
SEC24B	32
SEC24B_AS1	0
SEC24C	44
SEC24D	21
SEC31A	61
SEC31B	3
SEC61A1	36
SEC61A2	5
SEC61B	19
SEC61G	9
SEC62	79
SEC63	114
SECISBP2	29
SECISBP2L	120
SECTM1	17
SEH1L	9
SEL1L	44
SEL1L2	0
SEL1L3	39
SELE	11
SELENBP1	112
SELK	15
SELL	8
SELM	1
SELO	13
SELP	3
SELPLG	6
SELT	19
SELV	1
SEMA3A	22
SEMA3B	2
SEMA3B_AS1	0
SEMA3C	63
SEMA3D	0
SEMA3E	3
SEMA3F	21
SEMA3G	3
SEMA4A	15
SEMA4B	35
SEMA4C	10
SEMA4D	22
SEMA4F	1
SEMA4G	5
SEMA5A	11
SEMA5B	4
SEMA6A	6
SEMA6A_AS1	0
SEMA6B	7
SEMA6C	9
SEMA6D	2
SEMA7A	1
SEMG1	0
SEMG2	1
SENCR	0
SENP1	14
SENP2	27
SENP3	1
SENP3_EIF4A1	0
SENP5	15
SENP6	75
SENP7	27
SENP8	6
SEP15	21
SEPHS1	13
SEPHS2	15
SEPN1	50
SEPP1	2
SEPSECS	4
SEPSECS_AS1	3
SEPT1	1
SEPT10	98
SEPT11	22
SEPT12	0
SEPT14	0
SEPT2	148
SEPT3	1
SEPT4	7
SEPT4_AS1	0
SEPT5	1
SEPT5_GP1BB	1
SEPT6	10
SEPT7	54
SEPT7_AS1	1
SEPT7P2	3
SEPT7P9	0
SEPT8	29
SEPT9	241
SEPW1	38
SERAC1	10
SERBP1	91
SERF1A	0
SERF1B	0
SERF2	7
SERF2_C15ORF63	0
SERGEF	36
SERHL	0
SERHL2	2
SERINC1	44
SERINC2	22
SERINC3	32
SERINC4	16
SERINC5	34
SERP1	73
SERP2	1
SERPINA1	6
SERPINA10	0
SERPINA11	0
SERPINA12	0
SERPINA13P	0
SERPINA2	0
SERPINA3	1
SERPINA4	0
SERPINA5	0
SERPINA6	1
SERPINA7	0
SERPINA9	0
SERPINB1	45
SERPINB10	0
SERPINB11	7
SERPINB12	0
SERPINB13	5
SERPINB2	17
SERPINB3	151
SERPINB4	10
SERPINB5	3
SERPINB6	45
SERPINB7	3
SERPINB8	8
SERPINB9	1
SERPINB9P1	0
SERPINC1	0
SERPIND1	1
SERPINE1	1
SERPINE2	0
SERPINE3	2
SERPINF1	17
SERPINF2	1
SERPING1	6
SERPINH1	8
SERPINI1	0
SERPINI2	62
SERTAD1	10
SERTAD2	36
SERTAD3	13
SERTAD4	8
SERTAD4_AS1	2
SERTM1	0
SESN1	16
SESN2	3
SESN3	11
SESTD1	60
SET	131
SETBP1	23
SETD1A	31
SETD1B	96
SETD2	146
SETD3	29
SETD4	49
SETD5	207
SETD6	17
SETD7	20
SETD8	21
SETD9	0
SETDB1	26
SETDB2	12
SETMAR	3
SETSIP	1
SETX	141
SEZ6	0
SEZ6L	0
SEZ6L2	43
SF1	128
SF3A1	143
SF3A2	13
SF3A3	45
SF3B1	157
SF3B2	233
SF3B3	40
SF3B4	30
SF3B5	8
SF3B6	21
SFI1	43
SFMBT1	44
SFMBT2	3
SFN	16
SFPQ	293
SFR1	2
SFRP1	2
SFRP2	13
SFRP4	0
SFRP5	0
SFSWAP	52
SFT2D1	3
SFT2D2	23
SFT2D3	3
SFTA1P	0
SFTA2	0
SFTA3	0
SFTPA1	0
SFTPA2	0
SFTPB	136
SFTPC	0
SFTPD	0
SFXN1	10
SFXN2	16
SFXN3	43
SFXN4	3
SFXN5	5
SGCA	1
SGCB	17
SGCD	0
SGCE	0
SGCG	0
SGCZ	0
SGIP1	0
SGK1	79
SGK2	1
SGK223	11
SGK3	0
SGK494	5
SGMS1	20
SGMS1_AS1	3
SGMS2	58
SGOL1	1
SGOL1_AS1	0
SGOL2	3
SGPL1	52
SGPP1	3
SGPP2	22
SGSH	16
SGSM1	20
SGSM2	74
SGSM3	94
SGTA	34
SGTB	1
SH2B1	42
SH2B2	0
SH2B3	30
SH2D1A	0
SH2D1B	0
SH2D2A	1
SH2D3A	11
SH2D3C	4
SH2D4A	40
SH2D4B	3
SH2D5	0
SH2D6	0
SH2D7	0
SH3BGR	3
SH3BGRL	35
SH3BGRL2	30
SH3BGRL3	21
SH3BP1	4
SH3BP2	19
SH3BP4	32
SH3BP5	25
SH3BP5_AS1	1
SH3BP5L	28
SH3D19	54
SH3D21	18
SH3GL1	36
SH3GL1P1	4
SH3GL1P2	3
SH3GL2	1
SH3GL3	0
SH3GLB1	46
SH3GLB2	52
SH3KBP1	20
SH3PXD2A	83
SH3PXD2A_AS1	3
SH3PXD2B	31
SH3RF1	52
SH3RF2	5
SH3RF3	8
SH3RF3_AS1	1
SH3TC1	13
SH3TC2	9
SH3YL1	29
SHANK1	6
SHANK2	115
SHANK2_AS1	2
SHANK2_AS3	1
SHANK3	8
SHARPIN	8
SHB	24
SHBG	1
SHC1	30
SHC2	2
SHC3	11
SHC4	1
SHCBP1	1
SHCBP1L	0
SHD	4
SHE	0
SHF	26
SHFM1	67
SHH	5
SHISA2	5
SHISA3	4
SHISA4	2
SHISA5	55
SHISA6	9
SHISA7	6
SHISA8	3
SHISA9	6
SHKBP1	12
SHMT1	7
SHMT2	4
SHOC2	46
SHOX	132
SHOX2	0
SHPK	24
SHPRH	20
SHQ1	13
SHROOM1	3
SHROOM2	18
SHROOM3	130
SHROOM4	6
SHTN1	40
SI	0
SIAE	11
SIAH1	3
SIAH2	2
SIAH3	9
SIDT1	14
SIDT2	22
SIGIRR	18
SIGLEC1	7
SIGLEC10	0
SIGLEC11	0
SIGLEC12	0
SIGLEC14	1
SIGLEC15	0
SIGLEC16	2
SIGLEC17P	0
SIGLEC5	0
SIGLEC6	0
SIGLEC7	0
SIGLEC8	0
SIGLEC9	1
SIGLECL1	0
SIGMAR1	7
SIK1	13
SIK2	29
SIK3	70
SIKE1	22
SIL1	13
SIM1	0
SIM2	13
SIMC1	8
SIN3A	103
SIN3B	34
SIPA1	35
SIPA1L1	60
SIPA1L2	24
SIPA1L3	43
SIRPA	4
SIRPB1	0
SIRPB2	0
SIRPD	0
SIRPG	0
SIRPG_AS1	0
SIRT1	17
SIRT2	26
SIRT3	10
SIRT4	0
SIRT5	29
SIRT6	7
SIRT7	26
SIT1	0
SIVA1	7
SIX1	61
SIX2	19
SIX3	33
SIX3_AS1	7
SIX4	62
SIX5	17
SIX6	8
SKA1	0
SKA2	11
SKA3	0
SKAP1	1
SKAP2	1
SKI	33
SKIDA1	15
SKIL	50
SKINTL	1
SKIV2L	28
SKIV2L2	56
SKOR1	2
SKOR2	0
SKP1	141
SKP1P2	0
SKP2	7
SLA	3
SLA2	3
SLAIN1	117
SLAIN2	45
SLAMF1	0
SLAMF6	0
SLAMF7	0
SLAMF8	2
SLAMF9	0
SLBP	18
SLC10A1	9
SLC10A2	0
SLC10A3	8
SLC10A4	2
SLC10A5	7
SLC10A6	1
SLC10A7	2
SLC11A1	2
SLC11A2	12
SLC12A1	0
SLC12A2	51
SLC12A3	0
SLC12A4	6
SLC12A5	2
SLC12A6	40
SLC12A7	63
SLC12A8	3
SLC12A9	16
SLC13A1	0
SLC13A2	0
SLC13A3	35
SLC13A4	2
SLC13A5	0
SLC14A1	1
SLC14A2	1
SLC14A2_AS1	0
SLC15A1	0
SLC15A2	40
SLC15A3	29
SLC15A4	13
SLC15A5	0
SLC16A1	8
SLC16A1_AS1	2
SLC16A10	0
SLC16A11	1
SLC16A12	0
SLC16A12_AS1	0
SLC16A13	2
SLC16A14	2
SLC16A2	0
SLC16A3	22
SLC16A4	3
SLC16A5	34
SLC16A6	1
SLC16A7	11
SLC16A8	3
SLC16A9	21
SLC17A1	0
SLC17A2	0
SLC17A3	0
SLC17A4	0
SLC17A5	3
SLC17A6	0
SLC17A7	1
SLC17A8	0
SLC17A9	2
SLC18A1	2
SLC18A2	6
SLC18A3	0
SLC18B1	19
SLC19A1	2
SLC19A2	7
SLC19A3	0
SLC1A1	31
SLC1A2	1
SLC1A3	2
SLC1A4	21
SLC1A5	57
SLC1A6	0
SLC1A7	0
SLC20A1	80
SLC20A2	81
SLC22A1	0
SLC22A10	0
SLC22A11	0
SLC22A12	0
SLC22A13	2
SLC22A14	1
SLC22A15	6
SLC22A16	0
SLC22A17	3
SLC22A18	7
SLC22A18AS	1
SLC22A2	0
SLC22A20	2
SLC22A23	50
SLC22A24	0
SLC22A25	0
SLC22A3	0
SLC22A31	1
SLC22A4	35
SLC22A5	10
SLC22A6	1
SLC22A7	118
SLC22A8	0
SLC22A9	0
SLC23A1	31
SLC23A2	72
SLC23A3	1
SLC24A1	34
SLC24A2	0
SLC24A3	4
SLC24A4	0
SLC24A5	0
SLC25A1	7
SLC25A10	9
SLC25A11	22
SLC25A12	24
SLC25A13	8
SLC25A14	5
SLC25A15	2
SLC25A16	4
SLC25A17	4
SLC25A18	4
SLC25A19	0
SLC25A2	0
SLC25A20	1
SLC25A21	2
SLC25A21_AS1	1
SLC25A22	7
SLC25A23	28
SLC25A24	14
SLC25A25	41
SLC25A25_AS1	34
SLC25A26	4
SLC25A27	10
SLC25A28	25
SLC25A29	42
SLC25A3	41
SLC25A30	1
SLC25A30_AS1	0
SLC25A31	0
SLC25A32	4
SLC25A33	1
SLC25A34	1
SLC25A35	1
SLC25A36	62
SLC25A37	10
SLC25A38	12
SLC25A39	16
SLC25A3P1	0
SLC25A4	16
SLC25A40	4
SLC25A41	1
SLC25A42	6
SLC25A43	6
SLC25A44	9
SLC25A45	5
SLC25A46	14
SLC25A47	2
SLC25A48	0
SLC25A5	30
SLC25A5_AS1	2
SLC25A51	5
SLC25A51P1	0
SLC25A52	0
SLC25A53	2
SLC25A6	49
SLC26A1	7
SLC26A10	1
SLC26A11	11
SLC26A2	21
SLC26A3	3
SLC26A4	8
SLC26A4_AS1	0
SLC26A5	3
SLC26A6	3
SLC26A7	4
SLC26A8	2
SLC26A9	7
SLC27A1	19
SLC27A2	75
SLC27A3	3
SLC27A4	5
SLC27A5	4
SLC27A6	0
SLC28A1	0
SLC28A2	6
SLC28A3	8
SLC29A1	16
SLC29A2	10
SLC29A3	2
SLC29A4	2
SLC2A1	80
SLC2A1_AS1	1
SLC2A10	23
SLC2A11	4
SLC2A12	24
SLC2A13	6
SLC2A14	0
SLC2A2	0
SLC2A3	2
SLC2A4	3
SLC2A4RG	13
SLC2A5	0
SLC2A6	48
SLC2A7	0
SLC2A8	3
SLC2A9	3
SLC30A1	7
SLC30A10	0
SLC30A2	0
SLC30A3	1
SLC30A4	1
SLC30A5	17
SLC30A6	11
SLC30A7	12
SLC30A8	0
SLC30A9	32
SLC31A1	76
SLC31A2	0
SLC32A1	1
SLC33A1	11
SLC34A1	0
SLC34A2	6
SLC34A3	10
SLC35A1	2
SLC35A2	18
SLC35A3	45
SLC35A4	11
SLC35A5	11
SLC35B1	5
SLC35B2	13
SLC35B3	27
SLC35B4	21
SLC35C1	8
SLC35C2	15
SLC35D1	5
SLC35D2	17
SLC35D3	1
SLC35E1	29
SLC35E2	15
SLC35E2B	5
SLC35E3	15
SLC35E4	2
SLC35F1	3
SLC35F2	0
SLC35F3	0
SLC35F4	0
SLC35F5	33
SLC35F6	10
SLC35G1	0
SLC35G2	1
SLC35G3	1
SLC35G4	0
SLC35G5	0
SLC35G6	2
SLC36A1	6
SLC36A2	0
SLC36A3	0
SLC36A4	14
SLC37A1	111
SLC37A2	0
SLC37A3	18
SLC37A4	2
SLC38A1	13
SLC38A10	57
SLC38A11	1
SLC38A2	120
SLC38A3	0
SLC38A4	5
SLC38A5	1
SLC38A6	32
SLC38A7	2
SLC38A8	0
SLC38A9	7
SLC39A1	10
SLC39A10	8
SLC39A11	11
SLC39A12	1
SLC39A12_AS1	0
SLC39A13	15
SLC39A14	3
SLC39A2	0
SLC39A3	10
SLC39A4	0
SLC39A5	217
SLC39A6	37
SLC39A7	156
SLC39A8	9
SLC39A9	38
SLC3A1	32
SLC3A2	41
SLC40A1	6
SLC41A1	34
SLC41A2	3
SLC41A3	13
SLC43A1	1
SLC43A2	28
SLC43A3	1
SLC44A1	27
SLC44A2	62
SLC44A3	6
SLC44A4	295
SLC44A5	1
SLC45A1	2
SLC45A2	2
SLC45A3	3
SLC45A4	24
SLC46A1	44
SLC46A2	2
SLC46A3	9
SLC47A1	0
SLC47A2	4
SLC48A1	8
SLC4A1	1
SLC4A10	0
SLC4A11	81
SLC4A1AP	29
SLC4A2	48
SLC4A3	4
SLC4A4	33
SLC4A5	19
SLC4A7	27
SLC4A8	58
SLC4A9	0
SLC50A1	10
SLC51A	14
SLC51B	0
SLC52A1	4
SLC52A2	1
SLC52A3	7
SLC5A1	4
SLC5A10	3
SLC5A11	5
SLC5A12	6
SLC5A2	0
SLC5A3	44
SLC5A4	2
SLC5A5	1
SLC5A6	2
SLC5A7	4
SLC5A8	12
SLC5A9	8
SLC6A1	12
SLC6A1_AS1	0
SLC6A10P	0
SLC6A11	0
SLC6A12	5
SLC6A13	9
SLC6A14	31
SLC6A15	1
SLC6A16	8
SLC6A17	12
