	gene_id_Covid7_R1_
EPX	3
EPYC	1
EQTN	0
ERAL1	35
ERAP1	119
ERAP2	68
ERAS	0
ERBB2	260
ERBB2IP	296
ERBB3	158
ERBB4	20
ERC1	196
ERC2	6
ERC2_IT1	0
ERCC1	56
ERCC2	17
ERCC3	89
ERCC4	118
ERCC5	22
ERCC6	30
ERCC6_PGBD3	0
ERCC6L	8
ERCC6L2	47
ERCC8	6
EREG	25
ERF	125
ERG	5
ERGIC1	143
ERGIC2	41
ERGIC3	217
ERH	102
ERI1	23
ERI2	18
ERI3	62
ERI3_IT1	0
ERICH1	81
ERICH1_AS1	1
ERICH2	71
ERICH3	1491
ERICH3_AS1	16
ERICH4	1
ERICH5	140
ERICH6	2
ERICH6_AS1	6
ERICH6B	0
ERLEC1	217
ERLIN1	66
ERLIN2	75
ERMAP	10
ERMARD	12
ERMN	1
ERMP1	78
ERN1	44
ERN2	119
ERO1A	120
ERO1B	13
ERP27	5
ERP29	140
ERP44	66
ERRFI1	32
ERV3_1	17
ERVFRD_1	4
ERVH48_1	3
ERVK13_1	24
ERVMER34_1	0
ERVV_1	0
ERVV_2	0
ERVW_1	4
ESAM	615
ESCO1	74
ESCO2	7
ESD	18
ESF1	188
ESM1	0
ESPL1	17
ESPN	99
ESPNL	6
ESPNP	3
ESR1	205
ESR2	3
ESRG	0
ESRP1	124
ESRP2	92
ESRRA	126
ESRRB	5
ESRRG	24
ESX1	0
ESYT1	60
ESYT2	199
ESYT3	7
ETAA1	36
ETF1	171
ETFA	58
ETFB	148
ETFDH	20
ETHE1	16
ETNK1	139
ETNK2	13
ETNPPL	1
ETS1	356
ETS2	342
ETV1	7
ETV2	6
ETV3	103
ETV3L	0
ETV4	8
ETV5	41
ETV6	276
ETV7	40
EVA1A	6
EVA1B	15
EVA1C	45
EVADR	0
EVC	29
EVC2	39
EVI2A	20
EVI2B	42
EVI5	115
EVI5L	45
EVL	166
EVPL	172
EVPLL	14
EVX1	5
EVX1_AS	0
EVX2	2
EWSAT1	0
EWSR1	1143
EXD1	0
EXD2	49
EXD3	16
EXO1	4
EXO5	15
EXOC1	115
EXOC2	60
EXOC3	150
EXOC3_AS1	16
EXOC3L1	2
EXOC3L2	3
EXOC3L4	28
EXOC4	125
EXOC5	72
EXOC6	23
EXOC6B	54
EXOC7	279
EXOC8	84
EXOG	27
EXOSC1	21
EXOSC10	111
EXOSC2	38
EXOSC3	13
EXOSC4	27
EXOSC5	16
EXOSC6	65
EXOSC7	46
EXOSC8	22
EXOSC9	40
EXPH5	158
EXT1	55
EXT2	42
EXTL1	12
EXTL2	11
EXTL3	47
EXTL3_AS1	2
EYA1	80
EYA2	1970
EYA3	31
EYA4	38
EYS	2
EZH1	62
EZH2	64
EZR	4463
EZR_AS1	0
F10	2
F10_AS1	0
F11	1
F11_AS1	0
F11R	492
F12	2
F13A1	3
F13B	0
F2	0
F2R	16
F2RL1	16
F2RL2	10
F2RL3	1
F3	506
F5	9
F7	6
F8	10
F8A1	1
F8A2	0
F8A3	0
F9	3
FA2H	28
FAAH	13
FAAH2	10
FAAHP1	0
FAAP100	40
FAAP20	54
FAAP24	7
FABP1	0
FABP12	0
FABP2	0
FABP3	2
FABP4	0
FABP5	29
FABP5P3	5
FABP6	53
FABP7	0
FABP9	0
FADD	65
FADS1	2
FADS2	22
FADS3	5
FADS6	3
FAF1	71
FAF2	76
FAH	13
FAHD1	52
FAHD2A	12
FAHD2B	3
FAHD2CP	0
FAIM	57
FAIM2	4
FALEC	1
FAM101A	1
FAM101B	10
FAM102A	318
FAM102B	33
FAM103A1	3
FAM104A	36
FAM104B	25
FAM105A	20
FAM106A	0
FAM106B	0
FAM106CP	0
FAM107A	65
FAM107B	1199
FAM109A	55
FAM109B	32
FAM110A	33
FAM110B	10
FAM110C	26
FAM110D	4
FAM111A	79
FAM111B	4
FAM114A1	252
FAM114A2	29
FAM117A	24
FAM117B	47
FAM118A	65
FAM118B	16
FAM120A	305
FAM120AOS	42
FAM120B	89
FAM120C	35
FAM122A	52
FAM122B	72
FAM122C	8
FAM124A	6
FAM124B	0
FAM126A	23
FAM126B	93
FAM127A	21
FAM127B	25
FAM127C	9
FAM129A	417
FAM129B	806
FAM129C	12
FAM131A	25
FAM131B	2
FAM131C	5
FAM132A	1
FAM132B	1
FAM133A	0
FAM133B	62
FAM133CP	3
FAM133DP	5
FAM134A	105
FAM134B	20
FAM134C	125
FAM135A	42
FAM135B	1
FAM136A	55
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	146
FAM13A_AS1	4
FAM13B	144
FAM13C	5
FAM149A	32
FAM149B1	33
FAM150A	0
FAM150B	120
FAM151A	1
FAM151B	2
FAM153A	1
FAM153B	0
FAM153C	0
FAM155A	3
FAM155A_IT1	0
FAM155B	15
FAM156A	2
FAM156B	0
FAM157A	0
FAM157B	0
FAM157C	0
FAM159A	1
FAM159B	1991
FAM160A1	31
FAM160A2	37
FAM160B1	29
FAM160B2	58
FAM161A	80
FAM161B	28
FAM162A	25
FAM162B	0
FAM163A	2
FAM163B	0
FAM166A	2
FAM166B	48
FAM167A	15
FAM167A_AS1	0
FAM167B	2
FAM168A	208
FAM168B	266
FAM169A	26
FAM169B	1
FAM170A	0
FAM170B	1
FAM170B_AS1	0
FAM171A1	56
FAM171A2	38
FAM171B	0
FAM172A	64
FAM172BP	0
FAM173A	18
FAM173B	12
FAM174A	69
FAM174B	50
FAM175A	27
FAM175B	42
FAM177A1	162
FAM177B	2
FAM178B	4
FAM179A	125
FAM179B	120
FAM180A	0
FAM180B	0
FAM181A	10
FAM181A_AS1	4
FAM181B	9
FAM182A	1
FAM182B	12
FAM183A	55
FAM183B	0
FAM183CP	0
FAM184A	64
FAM184B	6
FAM185A	7
FAM186A	5
FAM186B	6
FAM187B	0
FAM188A	14
FAM188B	5
FAM189A1	1
FAM189A2	3
FAM189B	30
FAM192A	323
FAM193A	142
FAM193B	62
FAM195A	22
FAM195B	94
FAM196A	5
FAM196B	14
FAM197Y2	0
FAM197Y5	0
FAM198A	1
FAM198B	18
FAM199X	73
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	1
FAM19A5	2
FAM200A	11
FAM200B	27
FAM201A	7
FAM204A	69
FAM205A	1
FAM205BP	2
FAM205C	0
FAM206A	24
FAM207A	27
FAM208A	190
FAM208B	85
FAM209A	2
FAM209B	0
FAM20A	25
FAM20B	98
FAM20C	17
FAM210A	20
FAM210B	60
FAM212A	12
FAM212B	10
FAM212B_AS1	0
FAM213A	73
FAM213B	81
FAM214A	66
FAM214B	30
FAM215A	3
FAM216A	6
FAM216B	454
FAM217A	0
FAM217B	67
FAM218A	0
FAM219A	28
FAM219B	54
FAM21A	68
FAM21C	93
FAM21EP	0
FAM220A	17
FAM221A	35
FAM221B	8
FAM222A	59
FAM222A_AS1	1
FAM222B	85
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	0
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	198
FAM227B	7
FAM228A	0
FAM228B	18
FAM229A	1
FAM229B	59
FAM230B	0
FAM230C	0
FAM231A	0
FAM231B	0
FAM231C	0
FAM231D	0
FAM24A	0
FAM24B	0
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	0
FAM26E	0
FAM26F	28
FAM27B	2
FAM27C	1
FAM27E2	1
FAM27E3	0
FAM27L	0
FAM32A	215
FAM35A	10
FAM35BP	0
FAM35DP	1
FAM3A	28
FAM3B	11
FAM3C	59
FAM3D	134
FAM41AY1	0
FAM41AY2	0
FAM41C	3
FAM43A	25
FAM43B	1
FAM45A	16
FAM45B	0
FAM46A	104
FAM46B	2
FAM46C	138
FAM46D	0
FAM47A	1
FAM47B	0
FAM47C	0
FAM47E	4
FAM47E_STBD1	0
FAM49A	28
FAM49B	83
FAM50A	269
FAM50B	33
FAM53A	4
FAM53B	200
FAM53B_AS1	1
FAM53C	74
FAM57A	6
FAM57B	2
FAM58A	16
FAM60A	75
FAM63A	44
FAM63B	78
FAM64A	1
FAM65A	86
FAM65B	82
FAM65C	8
FAM66A	0
FAM66B	0
FAM66C	4
FAM66D	0
FAM66E	0
FAM69A	17
FAM69B	5
FAM69C	0
FAM71A	0
FAM71B	2
FAM71C	0
FAM71D	0
FAM71E1	7
FAM71E2	3
FAM71F1	2
FAM71F2	23
FAM72A	1
FAM72B	0
FAM72C	0
FAM72D	0
FAM73A	38
FAM73B	73
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	47
FAM76B	34
FAM78A	17
FAM78B	102
FAM81A	36
FAM81B	154
FAM83A	26
FAM83A_AS1	0
FAM83B	18
FAM83C	13
FAM83C_AS1	0
FAM83D	42
FAM83E	122
FAM83F	51
FAM83G	52
FAM83H	228
FAM83H_AS1	102
FAM84A	65
FAM84B	127
FAM86B1	4
FAM86B2	0
FAM86B3P	6
FAM86C1	2
FAM86C2P	8
FAM86DP	4
FAM86EP	2
FAM86FP	1
FAM86HP	3
FAM86JP	15
FAM87A	0
FAM87B	6
FAM89A	24
FAM89B	230
FAM8A1	65
FAM90A1	1
FAM90A10P	0
FAM90A25P	0
FAM90A27P	0
FAM90A2P	1
FAM90A7P	0
FAM91A1	78
FAM92A1	23
FAM92A1P2	0
FAM92B	185
FAM95A	1
FAM95B1	0
FAM95C	8
FAM96A	82
FAM96B	77
FAM98A	103
FAM98B	48
FAM98C	54
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	1
FAM9C	0
FAN1	35
FANCA	20
FANCB	0
FANCC	11
FANCD2	34
FANCD2OS	0
FANCE	15
FANCF	224
FANCG	14
FANCI	53
FANCL	17
FANCM	16
FANK1	104
FANK1_AS1	6
FAP	1
FAR1	95
FAR2	43
FAR2P1	0
FAR2P2	3
FARP1	119
FARP2	74
FARS2	47
FARSA	225
FARSB	32
FAS	16
FAS_AS1	0
FASLG	7
FASN	239
FASTK	46
FASTKD1	11
FASTKD2	83
FASTKD3	5
FASTKD5	13
FAT1	77
FAT2	80
FAT3	3
FAT4	1
FATE1	14
FAU	401
FAXC	6
FAXDC2	22
FBF1	32
FBL	429
FBLIM1	32
FBLL1	2
FBLN1	19
FBLN2	10
FBLN5	10
FBLN7	9
FBN1	7
FBN2	4
FBN3	1
FBP1	123
FBP2	1
FBRS	298
FBRSL1	104
FBXL12	15
FBXL13	24
FBXL14	58
FBXL15	46
FBXL16	7
FBXL17	47
FBXL18	126
FBXL19	76
FBXL19_AS1	16
FBXL2	24
FBXL20	99
FBXL21	0
FBXL22	6
FBXL3	78
FBXL4	16
FBXL5	137
FBXL6	15
FBXL7	19
FBXL8	30
FBXO10	7
FBXO11	69
FBXO15	20
FBXO16	15
FBXO17	11
FBXO18	67
FBXO2	38
FBXO21	98
FBXO22	25
FBXO22_AS1	0
FBXO24	1
FBXO25	39
FBXO27	15
FBXO28	65
FBXO3	138
FBXO3_AS1	0
FBXO30	45
FBXO31	767
FBXO32	64
FBXO33	24
FBXO34	117
FBXO36	31
FBXO38	60
FBXO39	1
FBXO4	20
FBXO40	3
FBXO41	44
FBXO42	37
FBXO43	1
FBXO44	33
FBXO45	36
FBXO46	50
FBXO47	0
FBXO48	16
FBXO5	12
FBXO6	36
FBXO7	108
FBXO8	28
FBXO9	89
FBXW10	1
FBXW11	63
FBXW12	0
FBXW2	81
FBXW4	384
FBXW4P1	20
FBXW5	97
FBXW7	196
FBXW8	32
FBXW9	68
FCAMR	0
FCAR	0
FCER1A	0
FCER1G	56
FCER2	1
FCF1	183
FCGBP	541
FCGR1A	2
FCGR1B	5
FCGR1C	0
FCGR2A	46
FCGR2B	5
FCGR2C	9
FCGR3A	120
FCGR3B	7
FCGRT	42
FCHO1	27
FCHO2	83
FCHSD1	63
FCHSD2	119
FCMR	4
FCN1	5
FCN2	0
FCN3	0
FCRL1	2
FCRL2	0
FCRL3	5
FCRL4	0
FCRL5	3
FCRL6	2
FCRLA	0
FCRLB	0
FDCSP	7
FDFT1	194
FDPS	70
FDPSP2	19
FDX1	40
FDX1L	24
FDXACB1	9
FDXR	104
FECH	56
FEM1A	79
FEM1B	122
FEM1C	84
FEN1	35
FENDRR	0
FER	37
FER1L4	69
FER1L5	26
FER1L6	299
FER1L6_AS1	8
FER1L6_AS2	3
FERD3L	0
FERMT1	9
FERMT2	12
FERMT3	94
FES	26
FETUB	1
FEV	9
FEZ1	3
FEZ2	50
FEZF1	5
FEZF1_AS1	8
FEZF2	0
FFAR1	2
FFAR2	6
FFAR3	0
FFAR4	4
FGA	1
FGB	4
FGD1	13
FGD2	67
FGD3	58
FGD4	45
FGD5	8
FGD5_AS1	243
FGD5P1	2
FGD6	52
FGF1	3
FGF10	0
FGF10_AS1	0
FGF11	16
FGF12	2
FGF12_AS1	0
FGF13	15
FGF13_AS1	0
FGF14	3
FGF14_AS1	2
FGF14_AS2	11
FGF14_IT1	7
FGF16	2
FGF17	2
FGF18	0
FGF19	3
FGF2	6
FGF20	2
FGF21	0
FGF22	1
FGF23	1
FGF3	11
FGF4	1
FGF5	3
FGF6	0
FGF7	0
FGF8	2
FGF9	11
FGFBP1	1
FGFBP2	0
FGFBP3	19
FGFR1	28
FGFR1OP	81
FGFR1OP2	50
FGFR2	87
FGFR3	52
FGFR4	2
FGFRL1	21
FGG	0
FGGY	31
FGL1	0
FGL2	56
FGR	16
FH	14
FHAD1	741
FHDC1	25
FHIT	7
FHL1	4
FHL2	51
FHL3	12
FHL5	0
FHOD1	38
FHOD3	10
FIBCD1	5
FIBIN	4
FIBP	34
FICD	11
FIG4	31
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	8
FIGNL2	4
FILIP1	239
FILIP1L	6
FIP1L1	168
FIRRE	1
FIS1	126
FITM1	1
FITM2	8
FIZ1	38
FJX1	2
FKBP10	4
FKBP11	13
FKBP14	11
FKBP15	257
FKBP1A	62
FKBP1A_SDCBP2	0
FKBP1AP1	11
FKBP1B	7
FKBP2	106
FKBP3	36
FKBP4	130
FKBP5	195
FKBP6	3
FKBP7	4
FKBP8	672
FKBP9	34
FKBP9P1	1
FKBPL	17
FKRP	29
FKSG29	0
FKTN	20
FLAD1	52
FLCN	61
FLG	6
FLG_AS1	1
FLG2	0
FLI1	33
FLII	323
FLJ10038	22
FLJ12825	2
FLJ13224	7
FLJ16171	0
FLJ16779	3
FLJ20021	8
FLJ21408	1
FLJ22447	0
FLJ22763	0
FLJ23867	30
FLJ25758	0
FLJ26245	0
FLJ26850	10
FLJ27354	5
FLJ30679	1
FLJ31104	3
FLJ31356	2
FLJ31662	0
FLJ32255	30
FLJ33360	2
FLJ33534	0
FLJ33581	0
FLJ34503	1
FLJ35934	24
FLJ36000	0
FLJ36777	0
FLJ37035	33
FLJ37201	2
FLJ37453	16
FLJ37505	1
FLJ38122	9
FLJ38576	5
FLJ40194	0
FLJ40288	0
FLJ41200	1
FLJ41278	3
FLJ41941	1
FLJ42102	0
FLJ42351	0
FLJ42393	3
FLJ42627	3
FLJ42969	0
FLJ43315	0
FLJ43879	2
FLJ44635	7
FLJ45079	2
FLJ45513	3
FLJ46066	0
FLJ46284	0
FLJ46906	3
FLNA	277
FLNB	286
FLNC	16
FLOT1	224
FLOT2	307
FLRT1	7
FLRT2	2
FLRT3	2
FLT1	1
FLT3	4
FLT3LG	8
FLT4	17
FLVCR1	52
FLVCR1_AS1	13
FLVCR2	22
FLYWCH1	100
FLYWCH2	30
FMN1	126
FMN2	5
FMNL1	289
FMNL2	112
FMNL3	131
FMO1	0
FMO2	175
FMO3	393
FMO4	11
FMO5	34
FMO6P	12
FMO9P	0
FMOD	7
FMR1	326
FMR1_AS1	8
FMR1NB	0
FN1	32
FN3K	36
FN3KRP	43
FNBP1	222
FNBP1L	116
FNBP4	247
FNDC1	7
FNDC3A	158
FNDC3B	169
FNDC4	8
FNDC5	1
FNDC7	1
FNDC8	1
FNDC9	3
FNIP1	95
FNIP2	41
FNTA	45
FNTB	3
FOCAD	52
FOCAD_AS1	0
FOLH1	2
FOLH1B	0
FOLR1	2
FOLR2	0
FOLR3	0
FOPNL	59
FOS	55
FOSB	7
FOSL1	3
FOSL2	326
FOXA1	501
FOXA2	1
FOXA3	20
FOXB1	1
FOXB2	0
FOXC1	62
FOXC2	14
FOXC2_AS1	0
FOXCUT	1
FOXD1	7
FOXD2	15
FOXD2_AS1	3
FOXD3	8
FOXD3_AS1	0
FOXD4	0
FOXD4L1	0
FOXD4L3	0
FOXD4L4	0
FOXD4L5	0
FOXD4L6	1
FOXE1	8
FOXE3	8
FOXF1	2
FOXF2	5
FOXG1	50
FOXG1_AS1	1
FOXH1	3
FOXI1	6
FOXI2	13
FOXI3	29
FOXJ1	1482
FOXJ2	64
FOXJ3	94
FOXK1	294
FOXK2	74
FOXL1	15
FOXL2	9
FOXL2NB	2
FOXM1	11
FOXN1	1
FOXN2	19
FOXN3	231
FOXN3_AS1	4
FOXN3_AS2	5
FOXN4	40
FOXO1	72
FOXO3	76
FOXO3B	2
FOXO4	75
FOXO6	15
FOXP1	237
FOXP1_AS1	1
FOXP2	55
FOXP3	15
FOXP4	114
FOXP4_AS1	0
FOXQ1	49
FOXR1	0
FOXR2	0
FOXRED1	37
FOXRED2	15
FOXS1	1
FPGS	90
FPGT	16
FPGT_TNNI3K	0
FPR1	5
FPR2	0
FPR3	40
FRA10AC1	45
FRAS1	45
FRAT1	17
FRAT2	55
FREM1	2
FREM2	30
FREM3	3
FRG1	70
FRG1BP	17
FRG1CP	13
FRG1DP	0
FRG1HP	1
FRG1JP	4
FRG2	1
FRG2B	0
FRG2C	0
FRG2DP	0
FRG2EP	0
FRK	72
FRMD1	0
FRMD3	63
FRMD4A	67
FRMD4B	103
FRMD5	1
FRMD6	5
FRMD6_AS1	5
FRMD6_AS2	0
FRMD7	2
FRMD8	207
FRMD8P1	1
FRMPD1	18
FRMPD2	43
FRMPD2B	1
FRMPD3	5
FRMPD3_AS1	0
FRMPD4	1
FRRS1	10
FRRS1L	4
FRS2	50
FRS3	8
FRY	16
FRY_AS1	2
FRYL	174
FRZB	0
FSBP	0
FSCB	0
FSCN1	22
FSCN2	3
FSCN3	2
FSD1	3
FSD1L	60
FSD2	3
FSHB	0
FSHR	1
FSIP1	22
FSIP2	5
FST	2
FSTL1	60
FSTL3	6
FSTL4	2
FSTL5	5
FTCD	0
FTCDNL1	0
FTH1	3011
FTH1P18	1
FTH1P3	6
FTHL17	0
FTL	880
FTLP10	1
FTMT	0
FTO	101
FTO_IT1	2
FTSJ1	49
FTSJ2	50
FTSJ3	209
FTX	5
FUBP1	182
FUBP3	111
FUCA1	41
FUCA2	25
FUK	45
FUNDC1	32
FUNDC2	17
FUNDC2P2	0
FUOM	8
FURIN	109
FUS	352
FUT1	7
FUT10	6
FUT11	23
FUT2	188
FUT3	49
FUT4	27
FUT5	0
FUT6	40
FUT7	5
FUT8	43
FUT8_AS1	1
FUT9	0
FUZ	53
FXN	21
FXR1	169
FXR2	125
FXYD1	2
FXYD2	0
FXYD3	98
FXYD4	0
FXYD5	32
FXYD6	2
FXYD6_FXYD2	0
FXYD7	2
FYB	416
FYCO1	166
FYN	99
FYTTD1	72
FZD1	39
FZD10	3
FZD10_AS1	1
FZD2	7
FZD3	66
FZD4	10
FZD5	52
FZD6	51
FZD7	7
FZD8	12
FZD9	31
FZR1	121
G0S2	23
G2E3	17
G3BP1	208
G3BP2	386
G6PC	0
G6PC2	0
G6PC3	18
G6PD	114
GAA	94
GAB1	24
GAB2	70
GAB3	16
GAB4	0
GABARAP	281
GABARAPL1	164
GABARAPL2	99
GABARAPL3	5
GABBR1	40
GABBR2	5
GABPA	31
GABPB1	17
GABPB1_AS1	52
GABPB2	73
GABRA1	0
GABRA2	2
GABRA3	1
GABRA4	1
GABRA5	2
GABRA6	0
GABRB1	0
GABRB2	1
GABRB3	8
GABRD	1
GABRE	15
GABRG1	0
GABRG2	0
GABRG3	6
GABRG3_AS1	0
GABRP	162
GABRQ	1
GABRR1	0
GABRR2	0
GABRR3	0
GACAT1	0
GACAT2	0
GACAT3	0
GAD1	2
GAD2	2
GADD45A	73
GADD45B	100
GADD45G	36
GADD45GIP1	91
GADL1	0
GAGE1	0
GAGE10	0
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12I	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAGE4	0
GAGE5	0
GAGE6	0
GAGE7	0
GAGE8	0
GAK	339
GAL	0
GAL3ST1	2
GAL3ST2	7
GAL3ST3	1
GAL3ST4	10
GALC	27
GALE	59
GALK1	12
GALK2	37
GALM	69
GALNS	40
GALNT1	68
GALNT10	50
GALNT11	36
GALNT12	86
GALNT13	20
GALNT14	652
GALNT15	1
GALNT16	3
GALNT18	21
GALNT2	109
GALNT3	37
GALNT4	29
GALNT5	53
GALNT6	37
GALNT7	90
GALNT8	0
GALNT9	21
GALNTL5	0
GALNTL6	1
GALP	0
GALR1	0
GALR2	2
GALR3	0
GALT	20
GAMT	7
GAN	81
GANAB	153
GANC	45
GAP43	3
GAPDH	765
GAPDHS	3
GAPLINC	0
GAPT	2
GAPVD1	219
GAR1	130
GAREM	56
GAREML	19
GARNL3	8
GARS	96
GART	79
GAS1	9
GAS2	1
GAS2L1	15
GAS2L1P2	0
GAS2L2	118
GAS2L3	8
GAS5	35
GAS5_AS1	1
GAS6	25
GAS6_AS1	1
GAS6_AS2	1
GAS7	125
GAS8	225
GAS8_AS1	8
GAST	0
GATA1	4
GATA2	87
GATA2_AS1	2
GATA3	17
GATA3_AS1	2
GATA4	1
GATA5	37
GATA6	30
GATA6_AS1	1
GATAD1	49
GATAD2A	276
GATAD2B	147
GATB	16
GATC	44
GATM	9
GATS	69
GATSL2	81
GATSL3	1
GBA	14
GBA2	59
GBA3	1
GBAP1	1
GBAS	54
GBAT2	0
GBE1	28
GBF1	151
GBGT1	10
GBP1	762
GBP1P1	24
GBP2	396
GBP3	317
GBP4	520
GBP5	447
GBP6	101
GBP7	5
GBX1	10
GBX2	17
GC	0
GCA	16
GCAT	11
GCC1	80
GCC2	316
GCDH	43
GCFC2	41
GCG	1
GCGR	6
GCH1	88
GCHFR	19
GCK	1
GCKR	4
GCLC	335
GCLM	156
GCM1	0
GCM2	3
GCN1	264
GCNT1	42
GCNT2	56
GCNT3	8
GCNT4	3
GCNT7	5
GCOM1	1
GCSAM	23
GCSAML	0
GCSAML_AS1	0
GCSH	6
GCSHP3	7
GDA	10
GDAP1	47
GDAP1L1	3
GDAP2	52
GDE1	77
GDF1	0
GDF10	1
GDF11	15
GDF15	40
GDF2	16
GDF3	0
GDF5	0
GDF6	2
GDF7	1
GDF9	5
GDI1	257
GDI2	310
GDNF	4
GDNF_AS1	2
GDPD1	13
GDPD2	4
GDPD3	12
GDPD4	0
GDPD5	25
GDPGP1	12
GEM	9
GEMIN2	11
GEMIN4	25
GEMIN5	66
GEMIN6	24
GEMIN7	26
GEMIN8	29
GEMIN8P4	4
GEN1	24
GET4	74
GFAP	2
GFER	34
GFI1	24
GFI1B	1
GFM1	59
GFM2	71
GFOD1	38
GFOD2	85
GFPT1	390
GFPT2	3
GFRA1	4
GFRA2	20
GFRA3	1
GFRA4	2
GFRAL	0
GFY	1
GGA1	159
GGA2	214
GGA3	81
GGACT	8
GGCT	32
GGCX	28
GGH	12
GGN	4
GGNBP1	0
GGNBP2	197
GGPS1	64
GGT1	0
GGT3P	0
GGT5	1
GGT6	92
GGT7	35
GGT8P	0
GGTA1P	11
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	27
GHET1	0
GHITM	280
GHR	3
GHRH	1
GHRHR	2
GHRL	14
GHRLOS	6
GHSR	2
GID4	34
GID8	232
GIF	0
GIGYF1	165
GIGYF2	580
GIMAP1	33
GIMAP1_GIMAP5	0
GIMAP2	15
GIMAP4	188
GIMAP5	0
GIMAP6	85
GIMAP7	120
GIMAP8	45
GIMD1	0
GIN1	9
GINM1	20
GINS1	16
GINS2	8
GINS3	6
GINS4	21
GIP	0
GIPC1	271
GIPC2	28
GIPC3	1
GIPR	170
GIT1	126
GIT2	129
GJA1	1
GJA10	0
GJA3	1
GJA4	1
GJA5	1
GJA8	2
GJA9	0
GJA9_MYCBP	0
GJB1	2
GJB2	9
GJB3	9
GJB4	17
GJB5	5
GJB6	1
GJB7	5
GJC1	3
GJC2	16
GJC3	0
GJD2	1
GJD3	73
GJD4	0
GK	53
GK2	0
GK3P	0
GK5	610
GKAP1	10
GKN1	2
GKN2	0
GLA	15
GLB1	20
GLB1L	48
GLB1L2	12
GLB1L3	3
GLCCI1	68
GLCE	41
GLDC	2
GLDN	8
GLE1	104
GLG1	186
GLI1	8
GLI2	23
GLI3	27
GLI4	8
GLIDR	7
GLIPR1	2
GLIPR1L1	0
GLIPR1L2	5
GLIPR2	266
GLIS1	2
GLIS2	25
GLIS2_AS1	0
GLIS3	1632
GLIS3_AS1	0
GLMN	13
GLMP	11
GLO1	55
GLOD4	97
GLOD5	1
GLP1R	1
GLP2R	0
GLRA1	1
GLRA2	1
GLRA3	1
GLRA4	6
GLRB	2
GLRX	64
GLRX2	11
GLRX3	47
GLRX5	65
GLS	90
GLS2	5
GLT1D1	9
GLT6D1	0
GLT8D1	31
GLT8D2	0
GLTP	136
GLTPD2	31
GLTSCR1	60
GLTSCR1L	21
GLTSCR2	519
GLUD1	96
GLUD1P3	9
GLUD1P7	0
GLUD2	1
GLUL	2303
GLYAT	0
GLYATL1	0
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	12
GLYCTK_AS1	0
GLYR1	288
GM140	0
GM2A	131
GMCL1	83
GMCL1P1	1
GMDS	77
GMDS_AS1	10
GMEB1	28
GMEB2	34
GMFB	80
GMFG	46
GMIP	113
GML	0
GMNC	7
GMNN	20
GMPPA	51
GMPPB	124
GMPR	47
GMPR2	87
GMPS	48
GNA11	349
GNA12	54
GNA13	151
GNA14	85
GNA14_AS1	0
GNA15	100
GNAI1	116
GNAI2	496
GNAI3	113
GNAL	69
GNAO1	234
GNAQ	167
GNAS	610
GNAS_AS1	0
GNAT1	3
GNAT2	2
GNAT3	0
GNAZ	19
GNB1	620
GNB1L	1
GNB2	307
GNB2L1	265
GNB3	0
GNB4	133
GNB5	30
GNE	511
GNG10	5
GNG11	1
GNG12	111
GNG12_AS1	4
GNG13	1
GNG2	28
GNG3	2
GNG4	12
GNG5	62
GNG7	8
GNG8	0
GNGT1	0
GNGT2	5
GNL1	196
GNL2	164
GNL3	117
GNL3L	212
GNLY	19
GNMT	6
GNPAT	50
GNPDA1	35
GNPDA2	14
GNPNAT1	80
GNPTAB	81
GNPTG	41
GNRH1	3
GNRH2	0
GNRHR	6
GNRHR2	5
GNS	115
GOLGA1	104
GOLGA2	316
GOLGA2P10	0
GOLGA2P2Y	0
GOLGA2P3Y	0
GOLGA2P5	45
GOLGA2P6	1
GOLGA2P7	1
GOLGA2P9	3
GOLGA3	478
GOLGA4	775
GOLGA5	122
GOLGA6A	0
GOLGA6B	0
GOLGA6C	0
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L17P	0
GOLGA6L2	3
GOLGA6L22	0
GOLGA6L3	10
GOLGA6L4	0
GOLGA6L5P	0
GOLGA6L6	0
GOLGA6L7P	0
GOLGA6L9	10
GOLGA7	46
GOLGA7B	1
GOLGA8A	14
GOLGA8B	13
GOLGA8CP	0
GOLGA8DP	0
GOLGA8EP	0
GOLGA8F	0
GOLGA8G	0
GOLGA8H	0
GOLGA8IP	0
