	gene_id_FLU_45_
PTMA	2052
PTMS	42
PTN	0
PTOV1	302
PTOV1_AS1	195
PTOV1_AS2	62
PTP4A1	858
PTP4A2	3272
PTP4A3	122
PTPDC1	50
PTPMT1	100
PTPN1	689
PTPN11	1022
PTPN12	2234
PTPN13	304
PTPN14	34
PTPN18	713
PTPN2	723
PTPN20	3
PTPN21	0
PTPN22	624
PTPN23	266
PTPN3	1
PTPN4	2082
PTPN5	0
PTPN6	4117
PTPN7	176
PTPN9	227
PTPRA	2369
PTPRB	37
PTPRC	23613
PTPRCAP	285
PTPRD	1
PTPRD_AS1	0
PTPRD_AS2	0
PTPRE	4619
PTPRF	14
PTPRG	7
PTPRG_AS1	0
PTPRH	6
PTPRJ	5717
PTPRK	31
PTPRM	128
PTPRN	6
PTPRN2	36
PTPRO	118
PTPRQ	0
PTPRR	0
PTPRS	26
PTPRT	0
PTPRU	1
PTPRVP	5
PTPRZ1	0
PTRF	7
PTRH1	5
PTRH2	192
PTRHD1	43
PTS	72
PTTG1	62
PTTG1IP	1314
PTTG2	119
PTTG3P	7
PTX3	10
PTX4	2
PUF60	254
PUM1	956
PUM2	2604
PURA	292
PURB	913
PURG	0
PUS1	67
PUS10	172
PUS3	44
PUS7	122
PUS7L	310
PUSL1	25
PVALB	1
PVR	220
PVRIG	75
PVRIG2P	0
PVRL1	38
PVRL2	106
PVRL3	24
PVRL3_AS1	0
PVRL4	2
PVT1	89
PWAR1	1
PWAR4	0
PWAR5	142
PWARSN	103
PWP1	215
PWP2	35
PWRN1	0
PWRN2	0
PWRN3	0
PWRN4	0
PWWP2A	444
PWWP2B	33
PXDC1	7
PXDN	1
PXDNL	16
PXK	430
PXMP2	18
PXMP4	109
PXN	2547
PXN_AS1	33
PXT1	7
PXYLP1	83
PYCARD	223
PYCARD_AS1	14
PYCR1	20
PYCR2	200
PYCRL	16
PYDC1	0
PYDC2	0
PYGB	385
PYGL	3667
PYGM	191
PYGO1	5
PYGO2	122
PYHIN1	349
PYROXD1	235
PYROXD2	36
PYURF	0
PYY	0
PYY2	0
PZP	428
QARS	730
QDPR	47
QKI	2654
QPCT	310
QPCTL	18
QPRT	15
QRFP	0
QRFPR	0
QRICH1	753
QRICH2	52
QRSL1	162
QSER1	631
QSOX1	451
QSOX2	364
QTRT1	32
QTRTD1	224
R3HCC1	94
R3HCC1L	483
R3HDM1	616
R3HDM2	882
R3HDM4	2734
R3HDML	0
RAB10	1168
RAB11A	1193
RAB11B	315
RAB11B_AS1	24
RAB11FIP1	5363
RAB11FIP2	461
RAB11FIP3	77
RAB11FIP4	971
RAB11FIP5	38
RAB12	222
RAB13	63
RAB14	979
RAB15	89
RAB17	2
RAB18	863
RAB19	7
RAB1A	696
RAB1B	524
RAB20	95
RAB21	578
RAB22A	560
RAB23	98
RAB24	984
RAB25	1
RAB26	16
RAB27A	931
RAB27B	361
RAB28	145
RAB29	432
RAB2A	599
RAB2B	1096
RAB30	229
RAB30_AS1	39
RAB31	1709
RAB32	172
RAB33A	15
RAB33B	253
RAB34	43
RAB35	339
RAB36	22
RAB37	469
RAB38	10
RAB39A	40
RAB39B	80
RAB3A	11
RAB3B	2
RAB3C	6
RAB3D	1360
RAB3GAP1	598
RAB3GAP2	829
RAB3IL1	17
RAB3IP	454
RAB40A	6
RAB40AL	0
RAB40B	8
RAB40C	83
RAB41	5
RAB42	8
RAB43	58
RAB44	78
RAB4A	187
RAB4B	0
RAB4B_EGLN2	0
RAB5A	595
RAB5B	661
RAB5C	607
RAB6A	1081
RAB6B	34
RAB6C	0
RAB6C_AS1	1
RAB7A	1035
RAB7B	1
RAB8A	736
RAB8B	1413
RAB9A	131
RAB9B	3
RAB9BP1	0
RABAC1	126
RABEP1	1121
RABEP2	106
RABEPK	119
RABGAP1	794
RABGAP1L	2802
RABGEF1	430
RABGGTA	108
RABGGTB	261
RABIF	173
RABL2A	14
RABL2B	44
RABL3	155
RABL6	257
RAC1	932
RAC2	1592
RAC3	0
RACGAP1	125
RACGAP1P	0
RAD1	101
RAD17	320
RAD18	325
RAD21	2378
RAD21_AS1	0
RAD21L1	0
RAD23A	174
RAD23B	1079
RAD50	728
RAD51	19
RAD51_AS1	57
RAD51AP1	42
RAD51AP2	0
RAD51B	108
RAD51C	121
RAD51D	37
RAD51L3_RFFL	0
RAD52	214
RAD54B	37
RAD54L	25
RAD54L2	320
RAD9A	70
RAD9B	53
RADIL	0
RAE1	179
RAET1E	1
RAET1E_AS1	0
RAET1G	0
RAET1K	0
RAET1L	0
RAF1	2991
RAG1	4
RAG2	0
RAI1	146
RAI1_AS1	7
RAI14	2
RAI2	0
RALA	170
RALB	1138
RALBP1	1734
RALGAPA1	881
RALGAPA1P	23
RALGAPA2	2843
RALGAPB	1321
RALGDS	418
RALGPS1	228
RALGPS2	921
RALY	937
RALY_AS1	8
RALYL	0
RAMP1	0
RAMP2	0
RAMP2_AS1	2
RAMP3	32
RAN	646
RANBP1	167
RANBP10	288
RANBP17	163
RANBP2	2431
RANBP3	342
RANBP3L	1
RANBP6	426
RANBP9	1579
RANGAP1	206
RANGRF	3
RAP1A	1350
RAP1B	1813
RAP1GAP	70
RAP1GAP2	1314
RAP1GDS1	290
RAP2A	373
RAP2B	848
RAP2C	518
RAP2C_AS1	48
RAPGEF1	1714
RAPGEF2	1337
RAPGEF3	65
RAPGEF4	2
RAPGEF4_AS1	0
RAPGEF5	4
RAPGEF6	2055
RAPGEFL1	97
RAPH1	161
RAPSN	32
RARA	1316
RARA_AS1	57
RARB	79
RARG	96
RARRES1	26
RARRES2	0
RARRES3	191
RARS	746
RARS2	400
RASA1	1169
RASA2	1360
RASA3	1277
RASA4	15
RASA4B	23
RASA4CP	14
RASAL1	5
RASAL2	9
RASAL2_AS1	0
RASAL3	329
RASD1	6
RASD2	0
RASEF	0
RASGEF1A	50
RASGEF1B	162
RASGEF1C	0
RASGRF1	11
RASGRF2	292
RASGRF2_AS1	0
RASGRP1	1151
RASGRP2	1392
RASGRP3	158
RASGRP4	1385
RASIP1	0
RASL10A	0
RASL10B	2
RASL11A	13
RASL11B	0
RASL12	0
RASSF1	330
RASSF1_AS1	29
RASSF10	0
RASSF2	9237
RASSF3	2633
RASSF4	526
RASSF5	2201
RASSF6	15
RASSF7	73
RASSF8	0
RASSF8_AS1	0
RASSF9	0
RAVER1	209
RAVER2	132
RAX	0
RAX2	0
RB1	914
RB1CC1	2261
RBAK	412
RBAK_RBAKDN	0
RBAKDN	0
RBBP4	914
RBBP5	446
RBBP6	951
RBBP7	393
RBBP8	318
RBBP8NL	0
RBBP9	89
RBCK1	762
RBFA	55
RBFADN	0
RBFOX1	0
RBFOX2	9
RBFOX3	7
RBKS	19
RBL1	1038
RBL2	3067
RBM10	492
RBM11	16
RBM12	560
RBM12B	412
RBM12B_AS1	38
RBM14	340
RBM14_RBM4	0
RBM15	613
RBM15B	454
RBM17	426
RBM18	212
RBM19	393
RBM20	6
RBM22	469
RBM23	1686
RBM24	0
RBM25	1657
RBM26	1017
RBM26_AS1	36
RBM27	965
RBM28	220
RBM3	1465
RBM33	4601
RBM34	372
RBM38	2659
RBM39	4973
RBM4	430
RBM41	380
RBM42	89
RBM43	120
RBM44	101
RBM45	118
RBM46	0
RBM47	1829
RBM48	146
RBM4B	139
RBM5	2248
RBM5_AS1	162
RBM6	1421
RBM7	216
RBM8A	447
RBMS1	980
RBMS2	221
RBMS3	5
RBMS3_AS1	0
RBMS3_AS3	0
RBMX	1194
RBMX2	147
RBMXL1	263
RBMXL2	0
RBMXL3	0
RBMY1A1	0
RBMY1A3P	0
RBMY1B	0
RBMY1D	0
RBMY1E	0
RBMY1F	0
RBMY1J	0
RBMY2EP	0
RBMY2FP	0
RBMY3AP	0
RBP1	0
RBP2	4
RBP3	0
RBP4	0
RBP5	28
RBP7	128
RBPJ	1470
RBPJL	0
RBPMS	84
RBPMS_AS1	0
RBPMS2	9
RBSN	397
RBX1	186
RC3H1	3046
RC3H2	811
RCAN1	65
RCAN2	3
RCAN3	537
RCAN3AS	5
RCBTB1	346
RCBTB2	575
RCC1	100
RCC2	537
RCCD1	22
RCE1	40
RCHY1	198
RCL1	460
RCN1	74
RCN2	187
RCN3	318
RCOR1	1207
RCOR2	9
RCOR3	678
RCSD1	1535
RCVRN	25
RD3	0
RD3L	0
RDH10	36
RDH10_AS1	0
RDH11	261
RDH12	7
RDH13	100
RDH14	6
RDH16	7
RDH5	10
RDH8	0
RDM1	5
RDX	273
REC114	11
REC8	337
RECK	116
RECQL	397
RECQL4	27
RECQL5	182
REEP1	7
REEP2	1
REEP3	335
REEP4	33
REEP5	522
REEP6	2
REG1A	0
REG1B	0
REG1P	0
REG3A	0
REG3G	0
REG4	0
REL	1569
RELA	532
RELB	242
RELL1	977
RELL2	24
RELN	2
RELT	1278
REM1	0
REM2	231
REN	0
RENBP	146
REP15	0
REPIN1	160
REPS1	536
REPS2	607
RER1	397
RERE	1903
REREP3	4
RERG	0
RERG_AS1	0
RERGL	0
RESP18	0
REST	1022
RET	4
RETN	5
RETNLB	0
RETSAT	151
REV1	621
REV3L	1420
REXO1	252
REXO1L2P	0
REXO2	129
REXO4	132
RFC1	839
RFC2	178
RFC3	71
RFC4	97
RFC5	112
RFESD	24
RFFL	152
RFK	127
RFNG	92
RFPL1	1
RFPL1S	2
RFPL2	3
RFPL3	0
RFPL3S	0
RFPL4A	0
RFPL4AL1	0
RFPL4B	0
RFT1	178
RFTN1	417
RFTN2	7
RFWD2	2372
RFWD3	354
RFX1	189
RFX2	488
RFX3	536
RFX3_AS1	21
RFX4	9
RFX5	524
RFX6	0
RFX7	532
RFX8	2
RFXANK	152
RFXAP	60
RGAG1	0
RGAG4	155
RGCC	233
RGL1	71
RGL2	1090
RGL3	3
RGL4	288
RGMA	0
RGMB	24
RGMB_AS1	0
RGN	1
RGP1	93
RGPD1	1
RGPD2	4
RGPD3	1
RGPD4	12
RGPD4_AS1	0
RGPD5	0
RGPD6	0
RGPD8	0
RGR	0
RGS1	24
RGS10	800
RGS11	0
RGS12	28
RGS13	1
RGS14	1035
RGS16	6
RGS17	9
RGS18	2496
RGS19	648
RGS2	5653
RGS20	24
RGS21	0
RGS22	1
RGS3	215
RGS4	0
RGS5	30
RGS6	50
RGS7	0
RGS7BP	0
RGS8	0
RGS9	37
RGS9BP	0
RGSL1	1
RHAG	87
RHBDD1	1229
RHBDD2	116
RHBDD3	21
RHBDF1	2
RHBDF2	495
RHBDL1	5
RHBDL2	3
RHBDL3	0
RHBG	0
RHCE	11
RHCG	0
RHD	89
RHEB	561
RHEBL1	9
RHNO1	110
RHO	1
RHOA	3372
RHOB	689
RHOBTB1	65
RHOBTB2	126
RHOBTB3	768
RHOC	166
RHOD	0
RHOF	27
RHOG	628
RHOH	410
RHOJ	0
RHOQ	997
RHOT1	1441
RHOT2	388
RHOU	203
RHOV	0
RHOXF1	0
RHOXF1_AS1	1
RHOXF1P1	4
RHOXF2	0
RHOXF2B	0
RHPN1	42
RHPN1_AS1	0
RHPN2	4
RIBC1	11
RIBC2	0
RIC1	1024
RIC3	106
RIC8A	658
RIC8B	148
RICTOR	4283
RIF1	1605
RIIAD1	0
RILP	114
RILPL1	59
RILPL2	558
RIMBP2	0
RIMBP3	4
RIMBP3B	0
RIMBP3C	0
RIMKLA	3
RIMKLB	118
RIMS1	3
RIMS2	0
RIMS3	33
RIMS4	0
RIN1	31
RIN2	254
RIN3	1030
RING1	125
RINL	209
RINT1	204
RIOK1	151
RIOK2	221
RIOK3	4924
RIPK1	764
RIPK2	201
RIPK3	276
RIPK4	0
RIPPLY1	0
RIPPLY2	0
RIPPLY3	0
RIT1	770
RIT2	0
RITA1	56
RLBP1	68
RLF	1041
RLIM	1687
RLN1	4
RLN2	5
RLN3	0
RLTPR	161
RMDN1	272
RMDN2	76
RMDN2_AS1	3
RMDN3	95
RMI1	131
RMI2	16
RMND1	99
RMND5A	1810
RMND5B	103
RMRP	30590
RMST	6
RN7SK	173403
RN7SL1	164926
RN7SL2	94485
RNA18S5	4
RNA28S5	5736
RNA45S5	235
RNA5_8S5	0
RNA5S1	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNASE1	2
RNASE10	0
RNASE11	0
RNASE12	0
RNASE13	0
RNASE2	85
RNASE3	3
RNASE4	20
RNASE6	161
RNASE7	0
RNASE8	5
RNASE9	0
RNASEH1	110
RNASEH1_AS1	21
RNASEH2A	46
RNASEH2B	632
RNASEH2B_AS1	4
RNASEH2C	116
RNASEK	12
RNASEK_C17orf49	5
RNASEL	480
RNASET2	3442
RND1	0
RND2	1
RND3	0
RNF10	5388
RNF103	364
RNF103_CHMP3	5
RNF11	1952
RNF111	1013
RNF112	12
RNF113A	128
RNF113B	0
RNF114	427
RNF115	199
RNF121	111
RNF122	75
RNF123	543
RNF125	648
RNF126	128
RNF126P1	0
RNF128	0
RNF13	1447
RNF130	1478
RNF133	0
RNF135	366
RNF138	518
RNF138P1	31
RNF139	478
RNF139_AS1	36
RNF14	415
RNF141	739
RNF144A	200
RNF144A_AS1	10
RNF144B	1033
RNF145	666
RNF146	516
RNF148	0
RNF149	5381
RNF150	0
RNF151	1
RNF152	7
RNF157	93
RNF157_AS1	9
RNF165	11
RNF166	619
RNF167	350
RNF168	498
RNF169	1640
RNF17	5
RNF170	184
RNF175	251
RNF180	2
RNF181	169
RNF182	0
RNF183	0
RNF185	171
RNF186	0
RNF187	227
RNF19A	1398
RNF19B	1557
RNF2	304
RNF20	564
RNF207	5
RNF208	4
RNF212	4
RNF212B	7
RNF213	20439
RNF214	127
RNF215	34
RNF216	1142
RNF216_IT1	6
RNF216P1	124
RNF217	150
RNF217_AS1	9
RNF219	179
RNF219_AS1	0
RNF220	285
RNF222	0
RNF223	0
RNF224	0
RNF225	0
RNF24	1480
RNF25	70
RNF26	52
RNF31	681
RNF32	101
RNF34	472
RNF38	867
RNF39	24
RNF4	656
RNF40	1211
RNF41	453
RNF43	64
RNF44	400
RNF5	81
RNF5P1	0
RNF6	531
RNF7	193
RNF8	112
RNFT1	181
RNFT2	21
RNGTT	464
RNH1	466
RNLS	25
RNMT	485
RNMTL1	57
RNPC3	533
RNPEP	488
RNPEPL1	606
RNPS1	240
RNU1_1	0
RNU1_13P	0
RNU1_2	0
RNU1_27P	0
RNU1_28P	0
RNU1_3	0
RNU1_4	0
RNU105B	4
RNU105C	0
RNU11	155
RNU12	208
RNU2_1	0
RNU2_2P	23938
RNU4_1	897
RNU4_2	6955
RNU4ATAC	28
RNU5A_1	1402
RNU5B_1	1201
RNU5D_1	25
RNU5E_1	81
RNU5F_1	16
RNU6_1	0
RNU6_10P	1
RNU6_14P	0
RNU6_15P	0
RNU6_16P	0
RNU6_19P	1
RNU6_2	0
RNU6_21P	0
RNU6_23P	0
RNU6_26P	2
RNU6_28P	2
RNU6_30P	3
RNU6_31P	4
RNU6_33P	20
RNU6_34P	0
RNU6_35P	0
RNU6_36P	6
RNU6_39P	0
RNU6_42P	4
RNU6_45P	0
RNU6_46P	0
RNU6_48P	0
RNU6_52P	0
RNU6_53P	1
RNU6_55P	0
RNU6_56P	0
RNU6_57P	3
RNU6_58P	0
RNU6_59P	0
RNU6_63P	0
RNU6_64P	0
RNU6_66P	0
RNU6_67P	0
RNU6_68P	0
RNU6_69P	3
RNU6_7	0
RNU6_71P	0
RNU6_72P	0
RNU6_75P	0
RNU6_76P	0
RNU6_78P	0
RNU6_79P	4
RNU6_8	0
RNU6_81P	0
RNU6_82P	37
RNU6_83P	1
RNU6_9	0
RNU6ATAC	59
RNU7_1	0
RNU86	0
RNVU1_1	0
RNVU1_14	71
RNVU1_15	9
RNVU1_17	0
RNVU1_18	0
RNVU1_19	7
RNVU1_20	0
RNVU1_3	8
RNVU1_4	0
RNVU1_6	0
RNVU1_7	0
RNVU1_8	0
RNY1	6723
RNY3	0
RNY4	2
RNY5	1
ROBO1	15
ROBO2	0
ROBO3	19
ROBO4	8
ROCK1	3626
ROCK1P1	7
ROCK2	969
ROGDI	55
ROM1	7
ROMO1	45
ROPN1	0
ROPN1B	4
ROPN1L	99
ROPN1L_AS1	7
ROR1	0
ROR1_AS1	0
ROR2	7
RORA	2340
RORA_AS1	206
RORA_AS2	3
RORB	3
RORB_AS1	0
RORC	102
ROS1	0
RP1	0
RP11_87M18.2	0
RP1L1	0
RP2	484
RP9	38
RP9P	15
RPA1	552
RPA2	527
RPA3	98
RPA4	30
RPAIN	167
RPAP1	117
RPAP2	352
RPAP3	551
RPARP_AS1	51
RPE	300
RPE65	0
RPEL1	0
RPF1	262
RPF2	86
RPGR	434
RPGRIP1	116
RPGRIP1L	58
RPH3A	20
RPH3AL	21
RPIA	211
RPL10	3738
RPL10A	2574
RPL10L	0
RPL11	4973
RPL12	3594
RPL13	5999
RPL13A	10990
RPL13AP17	0
RPL13AP20	6
RPL13AP3	1
RPL13AP5	13
RPL13AP6	72
RPL13P5	29
RPL14	2784
RPL15	3182
RPL17	51
RPL17_C18orf32	0
RPL18	3152
RPL18A	1994
RPL19	9194
RPL19P12	4
RPL21	9000
RPL21P28	9
RPL21P44	85
RPL22	1713
RPL22L1	133
RPL23	3662
RPL23A	3598
RPL23AP32	0
RPL23AP53	50
RPL23AP64	45
RPL23AP7	90
RPL23AP82	18
RPL23AP87	2
RPL23P8	0
RPL24	2270
RPL26	3941
RPL26L1	41
RPL27	2578
RPL27A	4612
RPL28	976
RPL29	1690
RPL29P2	1
RPL3	8205
RPL30	5617
RPL31	4318
RPL31P11	4
RPL32	6426
RPL32P3	157
RPL34	2815
RPL34_AS1	9
RPL35	2485
RPL35A	2308
RPL36	1371
RPL36A	39
RPL36A_HNRNPH2	0
RPL36AL	843
RPL37	3724
RPL37A	2603
RPL38	4442
RPL39	2014
RPL39L	7
RPL3L	15
RPL4	9607
RPL41	3524
RPL5	5021
RPL6	4543
RPL7	5131
RPL7A	4600
RPL7L1	124
RPL8	3392
RPL9	5878
RPLP0	4000
RPLP0P2	0
RPLP1	2692
RPLP2	2816
RPN1	1365
RPN2	1017
RPP14	143
RPP21	1
RPP25	6
RPP25L	62
RPP30	211
RPP38	66
RPP40	8
RPPH1	65777
RPRD1A	392
RPRD1B	221
RPRD2	615
RPRM	0
RPRML	4
RPS10	5
RPS10_NUDT3	0
RPS10P7	12
RPS11	9944
RPS12	7581
RPS13	2147
RPS14	3685
RPS14P3	17
RPS15	1313
RPS15A	5395
RPS15AP10	42
RPS16	1149
RPS16P5	301
RPS17	5464
RPS18	5418
RPS18P9	39
RPS19	3073
RPS19BP1	229
RPS2	4978
RPS20	5276
RPS21	893
RPS23	4093
RPS24	6588
RPS25	4291
RPS26	462
RPS26P11	1
RPS27	6639
RPS27A	3150
RPS27L	126
RPS28	902
RPS29	1370
RPS2P32	12
RPS3	3058
RPS3A	7888
RPS4X	6658
RPS4Y1	0
RPS4Y2	0
RPS5	1548
RPS6	11588
RPS6KA1	2355
RPS6KA2	75
RPS6KA2_AS1	26
RPS6KA2_IT1	0
RPS6KA3	2727
RPS6KA4	242
RPS6KA5	691
RPS6KA6	3
RPS6KB1	556
RPS6KB2	261
RPS6KC1	411
RPS6KL1	32
RPS7	2748
RPS7P5	0
RPS8	6689
RPS9	2440
RPSA	2697
RPSAP52	2
RPSAP58	17
RPSAP9	4
RPTN	0
RPTOR	286
RPUSD1	43
RPUSD2	36
RPUSD3	57
RPUSD4	121
RQCD1	286
RRAD	0
RRAGA	177
RRAGB	111
RRAGC	325
RRAGD	316
RRAS	38
RRAS2	105
RRBP1	597
RREB1	950
RRH	1
RRM1	374
RRM2	188
RRM2B	361
RRN3	281
RRN3P1	78
RRN3P2	195
RRN3P3	61
RRNAD1	83
RRP1	128
RRP12	1466
RRP15	149
RRP1B	351
RRP36	216
RRP7A	300
RRP7BP	56
RRP8	105
RRP9	25
RRS1	79
RRS1_AS1	19
RS1	0
RSAD1	169
RSAD2	234
RSBN1	759
RSBN1L	878
RSC1A1	95
RSF1	1774
RSG1	5
RSL1D1	975
RSL24D1	487
RSPH1	0
RSPH10B	0
RSPH10B2	0
RSPH14	5
RSPH3	123
RSPH4A	17
RSPH6A	6
RSPH9	9
RSPO1	0
RSPO2	0
RSPO3	0
RSPO4	0
RSPRY1	380
RSRC1	356
RSRC2	931
RSRP1	1750
RSU1	1471
RSU1P2	0
RTBDN	0
RTCA	303
RTCA_AS1	14
RTCB	218
RTEL1	1
RTEL1_TNFRSF6B	0
RTF1	666
RTFDC1	987
RTKN	1
RTKN2	157
RTL1	0
RTN1	207
RTN2	58
RTN3	1851
RTN4	1221
RTN4IP1	66
RTN4R	1
RTN4RL1	3
RTN4RL2	6
RTP1	0
RTP2	1
RTP3	0
RTP4	48
RTP5	0
RTTN	310
RUFY1	1051
RUFY2	505
RUFY3	448
RUFY4	12
RUNDC1	282
RUNDC3A	172
RUNDC3A_AS1	16
RUNDC3B	48
RUNX1	792
RUNX1_IT1	134
RUNX1T1	2
RUNX2	598
RUNX3	337
RUSC1	42
RUSC1_AS1	7
RUSC2	94
RUVBL1	156
RUVBL1_AS1	4
RUVBL2	148
RWDD1	215
RWDD2A	31
RWDD2B	31
RWDD3	60
RWDD4	81
RXFP1	0
RXFP2	27
RXFP3	0
RXFP4	196
RXRA	2026
RXRB	258
RXRG	0
RYBP	835
RYK	340
RYR1	37
RYR2	7
RYR3	41
S100A1	2
S100A10	521
S100A11	466
S100A12	130
S100A13	21
S100A14	0
S100A16	0
S100A2	0
S100A3	0
S100A4	1590
S100A5	0
S100A6	1338
S100A7	0
S100A7A	0
S100A7L2	0
S100A8	4563
S100A9	14525
S100B	6
S100G	0
S100P	109
S100PBP	438
S100Z	93
S1PR1	774
S1PR2	25
S1PR3	99
S1PR4	612
S1PR5	49
SAA1	0
SAA2	0
SAA2_SAA4	0
SAA3P	0
SAA4	0
SAAL1	87
SAC3D1	6
SACM1L	796
SACS	989
SACS_AS1	0
SAE1	258
SAFB	949
SAFB2	685
SAG	0
SAGE1	0
SALL1	0
SALL2	10
SALL3	0
SALL4	0
SALRNA1	0
SALRNA2	0
SALRNA3	0
SAMD1	20
SAMD10	18
SAMD11	1
SAMD12	76
SAMD12_AS1	0
SAMD13	1
SAMD14	12
SAMD15	8
SAMD3	475
SAMD4A	51
SAMD4B	405
SAMD5	0
SAMD7	1
SAMD8	715
SAMD9	2123
SAMD9L	1314
SAMHD1	2826
SAMM50	179
SAMSN1	564
SAMSN1_AS1	0
SAP130	422
SAP18	339
SAP25	128
SAP30	79
SAP30BP	457
SAP30L	315
SAP30L_AS1	75
SAPCD1	0
SAPCD1_AS1	0
SAPCD2	13
SAR1A	749
SAR1B	383
SARAF	2544
SARDH	17
SARM1	36
SARNP	219
SARS	670
SARS2	28
SART1	594
SART3	576
SASH1	81
SASH3	1419
SASS6	188
SAT1	5512
SAT2	61
SATB1	1178
SATB1_AS1	49
SATB2	5
SATB2_AS1	0
SATL1	0
SAV1	159
SAXO1	3
SAXO2	0
SAYSD1	137
SBDS	621
SBDSP1	361
SBF1	990
SBF1P1	0
SBF2	1408
SBF2_AS1	48
SBK1	57
SBK2	0
SBK3	0
SBNO1	1489
SBNO2	2875
SBSN	0
SBSPON	31
SC5D	145
SCAF1	210
SCAF11	4267
SCAF4	438
SCAF8	1741
SCAI	222
SCAMP1	354
SCAMP1_AS1	43
SCAMP2	401
SCAMP3	90
SCAMP4	48
SCAMP5	3
SCAND1	106
SCAND2P	188
SCAP	703
SCAPER	574
SCARA3	0
SCARA5	0
SCARB1	48
SCARB2	363
SCARF1	377
SCARF2	19
SCARNA1	30
SCARNA10	11164
SCARNA11	1
SCARNA12	285
SCARNA13	0
SCARNA14	2
SCARNA15	0
SCARNA16	26
SCARNA17	162
SCARNA18	13
SCARNA2	925
SCARNA20	11
SCARNA21	1154
SCARNA22	52
SCARNA23	1
SCARNA27	2
SCARNA3	67
SCARNA4	31
SCARNA5	3378
SCARNA6	725
SCARNA7	1895
SCARNA8	11
SCARNA9	206
SCARNA9L	9
SCART1	79
SCCPDH	92
SCD	31
SCD5	16
SCEL	0
SCEL_AS1	0
SCFD1	1202
SCFD2	275
SCG2	0
SCG3	3
SCG5	1
SCGB1A1	2
SCGB1B2P	0
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0
SCGB1D4	0
SCGB2A1	0
SCGB2A2	0
SCGB2B2	0
SCGB2B3P	1
SCGB3A1	2
SCGB3A2	2
SCGN	0
SCHIP1	0
SCHLAP1	0
SCIMP	211
SCIN	6
SCLT1	3398
SCLY	0
SCMH1	220
SCML1	37
SCML2	16
SCML4	473
SCN10A	0
SCN11A	0
SCN1A	0
SCN1B	39
SCN2A	5
SCN2B	3
SCN3A	46
SCN3B	7
SCN4A	2
SCN4B	2
SCN5A	1
SCN7A	0
SCN8A	15
SCN9A	45
SCNM1	19
SCNN1A	9
SCNN1B	0
SCNN1D	16
SCNN1G	0
SCO1	116
SCO2	7
SCOC	123
SCOC_AS1	1
SCP2	392
SCP2D1	0
SCPEP1	449
SCRG1	17
SCRIB	149
SCRN1	262
SCRN2	55
SCRN3	141
SCRT1	0
SCRT2	48
SCT	1
SCTR	0
SCUBE1	1
SCUBE2	3
SCUBE3	62
SCX	6
SCYL1	417
SCYL2	1058
SCYL3	335
SDAD1	504
SDC1	6
SDC2	20
SDC3	12
SDC4	15
SDC4P	0
SDCBP	2675
SDCBP2	0
SDCBP2_AS1	178
SDCCAG3	108
SDCCAG8	425
SDE2	555
SDF2	169
SDF2L1	27
SDF4	407
SDHA	482
SDHAF1	51
SDHAF2	224
SDHAF3	54
SDHAF4	38
SDHAP1	128
SDHAP2	127
SDHAP3	51
SDHB	373
SDHC	116
SDHD	300
SDK1	6
SDK2	57
SDPR	2441
SDR16C5	4
SDR16C6P	0
SDR39U1	37
SDR42E1	27
SDR9C7	0
SDS	8
SDSL	0
SEBOX	7
SEC11A	431
SEC11C	140
SEC13	370
SEC14L1	6426
SEC14L1P1	26
SEC14L2	59
SEC14L3	9
SEC14L4	4
SEC14L5	54
SEC14L6	0
SEC16A	1449
SEC16B	10
SEC1P	2
SEC22A	170
SEC22B	341
SEC22C	334
SEC23A	643
SEC23B	434
SEC23IP	504
SEC24A	401
SEC24B	769
SEC24B_AS1	3
SEC24C	884
SEC24D	433
SEC31A	1156
SEC31B	275
SEC61A1	962
SEC61A2	148
SEC61B	138
SEC61G	59
SEC62	1513
SEC63	608
SECISBP2	1130
SECISBP2L	1044
SECTM1	906
SEH1L	156
SEL1L	1667
SEL1L2	0
SEL1L3	1008
SELE	1
SELENBP1	207
SELK	219
SELL	5093
SELM	25
SELO	208
SELP	202
SELPLG	2930
SELT	510
SELV	0
SEMA3A	1
SEMA3B	40
SEMA3B_AS1	5
SEMA3C	66
SEMA3D	1
SEMA3E	1
SEMA3F	1
SEMA3G	15
SEMA4A	1319
SEMA4B	656
SEMA4C	86
SEMA4D	4616
SEMA4F	87
SEMA4G	13
SEMA5A	6
SEMA5B	1
SEMA6A	60
SEMA6A_AS1	12
SEMA6B	29
SEMA6C	16
SEMA6D	0
SEMA7A	47
SEMG1	10
SEMG2	1
SENCR	64
SENP1	393
SENP2	380
SENP3	14
SENP3_EIF4A1	9
SENP5	855
SENP6	2973
SENP7	1082
SENP8	5
SEP15	574
SEPHS1	116
SEPHS2	205
SEPN1	123
SEPP1	13
SEPSECS	216
SEPSECS_AS1	15
SEPT1	389
SEPT10	28
SEPT11	392
SEPT12	0
SEPT14	0
SEPT2	1857
SEPT3	2
SEPT4	15
