	gene_id_Covid5_R1_
EDRF1_AS1	0
EEA1	3
EED	0
EEF1A1	1
EEF1A2	10
EEF1B2	2
EEF1D	7
EEF1DP3	0
EEF1E1	0
EEF1E1_BLOC1S5	0
EEF1G	3
EEF2	11
EEF2K	1
EEF2KMT	0
EEFSEC	0
EEPD1	2
EFCAB1	5
EFCAB10	2
EFCAB11	1
EFCAB12	0
EFCAB13	1
EFCAB14	1
EFCAB14_AS1	0
EFCAB2	5
EFCAB3	0
EFCAB5	0
EFCAB6	4
EFCAB6_AS1	0
EFCAB7	1
EFCAB9	0
EFCC1	0
EFEMP1	1
EFEMP2	1
EFHB	2
EFHC1	2
EFHC2	0
EFHD1	0
EFHD2	5
EFNA1	0
EFNA2	8
EFNA3	4
EFNA4	1
EFNA5	1
EFNB1	3
EFNB2	0
EFNB3	15
EFR3A	1
EFR3B	1
EFS	1
EFTUD1	1
EFTUD1P1	0
EFTUD2	1
EGF	1
EGFEM1P	0
EGFL6	1
EGFL7	2
EGFL8	0
EGFLAM	8
EGFLAM_AS2	0
EGFLAM_AS4	0
EGFR	15
EGFR_AS1	0
EGLN1	1
EGLN2	0
EGLN3	3
EGOT	0
EGR1	10
EGR2	0
EGR3	32
EGR4	0
EHBP1	0
EHBP1L1	3
EHD1	6
EHD2	0
EHD3	0
EHD4	8
EHD4_AS1	0
EHF	6
EHHADH	0
EHHADH_AS1	15
EHMT1	11
EHMT1_IT1	2
EHMT2	1
EI24	3
EID1	1
EID2	33
EID2B	1
EID3	1
EIF1	10
EIF1AD	1
EIF1AX	2
EIF1AX_AS1	0
EIF1AY	0
EIF1B	0
EIF1B_AS1	0
EIF2A	1
EIF2AK1	0
EIF2AK2	7
EIF2AK3	1
EIF2AK4	1
EIF2B1	1
EIF2B2	0
EIF2B3	0
EIF2B4	1
EIF2B5	0
EIF2B5_AS1	0
EIF2D	0
EIF2S1	3
EIF2S2	0
EIF2S3	1
EIF3A	18
EIF3B	2
EIF3C	0
EIF3CL	0
EIF3D	1
EIF3E	0
EIF3F	0
EIF3G	1
EIF3H	1
EIF3I	2
EIF3IP1	0
EIF3J	2
EIF3J_AS1	0
EIF3K	0
EIF3L	0
EIF3M	0
EIF4A1	0
EIF4A2	1
EIF4A3	16
EIF4B	1
EIF4E	0
EIF4E1B	0
EIF4E2	1
EIF4E3	2
EIF4EBP1	0
EIF4EBP2	0
EIF4EBP3	0
EIF4ENIF1	0
EIF4G1	14
EIF4G2	18
EIF4G3	0
EIF4H	0
EIF5	6
EIF5A	6
EIF5A2	0
EIF5AL1	0
EIF5B	9
EIF6	43
ELAC1	0
ELAC2	0
ELANE	9
ELAVL1	6
ELAVL2	2
ELAVL3	2
ELAVL4	3
ELDR	2
ELF1	4
ELF2	0
ELF3	23
ELF4	0
ELF5	0
ELFN1	7
ELFN1_AS1	0
ELFN2	2
ELK1	7
ELK2AP	0
ELK3	2
ELK4	3
ELL	0
ELL2	6
ELL3	0
ELMO1	0
ELMO1_AS1	1
ELMO2	0
ELMO3	4
ELMOD1	0
ELMOD2	0
ELMOD3	0
ELMSAN1	2
ELN	4
ELOF1	0
ELOVL1	5
ELOVL2	0
ELOVL2_AS1	2
ELOVL3	1
ELOVL4	1
ELOVL5	4
ELOVL6	3
ELOVL7	1
ELP2	5
ELP3	1
ELP4	0
ELP5	1
ELP6	0
ELSPBP1	1
EMB	0
EMBP1	0
EMC1	4
EMC10	15
EMC2	2
EMC3	2
EMC3_AS1	0
EMC4	1
EMC6	2
EMC7	0
EMC8	0
EMC9	5
EMCN	0
EMD	0
EME1	0
EME2	0
EMG1	3
EMID1	1
EMILIN1	1
EMILIN2	1
EMILIN3	3
EML1	4
EML2	2
EML2_AS1	0
EML3	15
EML4	4
EML5	1
EML6	2
EMP1	0
EMP2	109
EMP3	10
EMX1	0
EMX2	4
EMX2OS	0
EN1	0
EN2	2
ENAH	7
ENAM	2
ENC1	3
ENDOD1	3
ENDOG	2
ENDOU	2
ENDOV	0
ENG	1
ENGASE	2
ENHO	0
ENKD1	10
ENKUR	2
ENO1	5
ENO1_AS1	0
ENO2	1
ENO3	0
ENO4	0
ENOPH1	3
ENOSF1	0
ENOX1	0
ENOX1_AS2	0
ENOX2	4
ENPEP	2
ENPP1	1
ENPP2	1
ENPP3	0
ENPP4	0
ENPP5	1
ENPP6	1
ENPP7	0
ENPP7P13	0
ENSA	7
ENTHD1	4
ENTHD2	0
ENTPD1	2
ENTPD1_AS1	0
ENTPD2	1
ENTPD3	1
ENTPD3_AS1	0
ENTPD4	13
ENTPD5	0
ENTPD6	2
ENTPD7	0
ENTPD8	3
ENY2	0
EOGT	0
EOMES	1
EP300	10
EP300_AS1	0
EP400	2
EP400NL	0
EPAS1	8
EPB41	2
EPB41L1	16
EPB41L2	1
EPB41L3	11
EPB41L4A	0
EPB41L4A_AS1	2
EPB41L4A_AS2	1
EPB41L4B	4
EPB41L5	0
EPB42	0
EPC1	0
EPC2	2
EPCAM	0
EPDR1	0
EPG5	3
EPGN	5
EPHA1	1
EPHA1_AS1	1
EPHA10	2
EPHA2	0
EPHA3	0
EPHA4	4
EPHA5	1
EPHA5_AS1	0
EPHA6	1
EPHA7	1
EPHA8	5
EPHB1	9
EPHB2	1
EPHB3	8
EPHB4	1
EPHB6	0
EPHX1	5
EPHX2	5
EPHX3	0
EPHX4	0
EPM2A	0
EPM2AIP1	0
EPN1	6
EPN2	2
EPN2_AS1	0
EPN2_IT1	0
EPN3	2
EPO	0
EPOR	0
EPPIN	0
EPPIN_WFDC6	0
EPPK1	9
EPRS	5
EPS15	0
EPS15L1	39
EPS8	2
EPS8L1	6
EPS8L2	22
EPS8L3	1
EPSTI1	27
EPT1	0
EPX	1
EPYC	0
EQTN	0
ERAL1	0
ERAP1	5
ERAP2	0
ERAS	1
ERBB2	3
ERBB2IP	2
ERBB3	2
ERBB4	2
ERC1	2
ERC2	0
ERC2_IT1	0
ERCC1	4
ERCC2	3
ERCC3	4
ERCC4	8
ERCC5	0
ERCC6	0
ERCC6_PGBD3	2
ERCC6L	0
ERCC6L2	0
ERCC8	0
EREG	2
ERF	5
ERG	7
ERGIC1	1
ERGIC2	1
ERGIC3	4
ERH	0
ERI1	0
ERI2	0
ERI3	0
ERI3_IT1	1
ERICH1	3
ERICH1_AS1	0
ERICH2	0
ERICH3	23
ERICH3_AS1	0
ERICH4	4
ERICH5	0
ERICH6	0
ERICH6_AS1	0
ERICH6B	1
ERLEC1	3
ERLIN1	5
ERLIN2	2
ERMAP	0
ERMARD	0
ERMN	1
ERMP1	0
ERN1	0
ERN2	2
ERO1A	0
ERO1B	1
ERP27	0
ERP29	1
ERP44	0
ERRFI1	2
ERV3_1	1
ERVFRD_1	2
ERVH48_1	0
ERVK13_1	1
ERVMER34_1	0
ERVV_1	0
ERVV_2	0
ERVW_1	0
ESAM	2
ESCO1	1
ESCO2	1
ESD	0
ESF1	6
ESM1	0
ESPL1	3
ESPN	1
ESPNL	3
ESPNP	1
ESR1	6
ESR2	0
ESRG	0
ESRP1	3
ESRP2	14
ESRRA	1
ESRRB	14
ESRRG	0
ESX1	0
ESYT1	2
ESYT2	2
ESYT3	0
ETAA1	0
ETF1	1
ETFA	1
ETFB	1
ETFDH	1
ETHE1	1
ETNK1	3
ETNK2	0
ETNPPL	0
ETS1	1
ETS2	6
ETV1	15
ETV2	2
ETV3	2
ETV3L	0
ETV4	1
ETV5	0
ETV6	4
ETV7	2
EVA1A	0
EVA1B	0
EVA1C	1
EVADR	0
EVC	7
EVC2	13
EVI2A	0
EVI2B	4
EVI5	1
EVI5L	3
EVL	1
EVPL	6
EVPLL	0
EVX1	25
EVX1_AS	0
EVX2	2
EWSAT1	0
EWSR1	3
EXD1	0
EXD2	2
EXD3	4
EXO1	1
EXO5	0
EXOC1	0
EXOC2	2
EXOC3	3
EXOC3_AS1	0
EXOC3L1	0
EXOC3L2	1
EXOC3L4	1
EXOC4	0
EXOC5	1
EXOC6	3
EXOC6B	1
EXOC7	3
EXOC8	2
EXOG	0
EXOSC1	0
EXOSC10	3
EXOSC2	0
EXOSC3	0
EXOSC4	1
EXOSC5	0
EXOSC6	0
EXOSC7	5
EXOSC8	0
EXOSC9	0
EXPH5	0
EXT1	2
EXT2	3
EXTL1	4
EXTL2	0
EXTL3	0
EXTL3_AS1	0
EYA1	0
EYA2	8
EYA3	0
EYA4	1
EYS	1
EZH1	2
EZH2	0
EZR	109
EZR_AS1	1
F10	5
F10_AS1	0
F11	0
F11_AS1	0
F11R	8
F12	4
F13A1	1
F13B	0
F2	0
F2R	0
F2RL1	4
F2RL2	0
F2RL3	0
F3	4
F5	0
F7	2
F8	0
F8A1	0
F8A2	0
F8A3	0
F9	0
FA2H	2
FAAH	6
FAAH2	0
FAAHP1	0
FAAP100	8
FAAP20	0
FAAP24	0
FABP1	5
FABP12	0
FABP2	0
FABP3	0
FABP4	3
FABP5	0
FABP5P3	0
FABP6	0
FABP7	0
FABP9	0
FADD	1
FADS1	1
FADS2	1
FADS3	2
FADS6	0
FAF1	3
FAF2	2
FAH	6
FAHD1	0
FAHD2A	0
FAHD2B	1
FAHD2CP	0
FAIM	1
FAIM2	5
FALEC	0
FAM101A	0
FAM101B	0
FAM102A	16
FAM102B	0
FAM103A1	0
FAM104A	3
FAM104B	0
FAM105A	1
FAM106A	0
FAM106B	0
FAM106CP	0
FAM107A	0
FAM107B	6
FAM109A	1
FAM109B	0
FAM110A	1
FAM110B	4
FAM110C	0
FAM110D	1
FAM111A	0
FAM111B	1
FAM114A1	0
FAM114A2	1
FAM117A	0
FAM117B	1
FAM118A	2
FAM118B	0
FAM120A	4
FAM120AOS	6
FAM120B	8
FAM120C	4
FAM122A	2
FAM122B	0
FAM122C	2
FAM124A	0
FAM124B	0
FAM126A	0
FAM126B	3
FAM127A	0
FAM127B	7
FAM127C	0
FAM129A	4
FAM129B	15
FAM129C	3
FAM131A	1
FAM131B	0
FAM131C	8
FAM132A	0
FAM132B	0
FAM133A	0
FAM133B	1
FAM133CP	0
FAM133DP	0
FAM134A	1
FAM134B	0
FAM134C	1
FAM135A	2
FAM135B	7
FAM136A	0
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	0
FAM13A_AS1	0
FAM13B	1
FAM13C	2
FAM149A	0
FAM149B1	0
FAM150A	0
FAM150B	63
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	0
FAM153C	0
FAM155A	0
FAM155A_IT1	0
FAM155B	10
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM157C	0
FAM159A	0
FAM159B	3888
FAM160A1	0
FAM160A2	2
FAM160B1	1
FAM160B2	0
FAM161A	1
FAM161B	0
FAM162A	0
FAM162B	1
FAM163A	1
FAM163B	1
FAM166A	3
FAM166B	1
FAM167A	6
FAM167A_AS1	0
FAM167B	1
FAM168A	46
FAM168B	5
FAM169A	2
FAM169B	0
FAM170A	0
FAM170B	4
FAM170B_AS1	0
FAM171A1	72
FAM171A2	3
FAM171B	2
FAM172A	10
FAM172BP	0
FAM173A	1
FAM173B	1
FAM174A	0
FAM174B	0
FAM175A	0
FAM175B	0
FAM177A1	1
FAM177B	1
FAM178B	2
FAM179A	2
FAM179B	0
FAM180A	1
FAM180B	0
FAM181A	4
FAM181A_AS1	0
FAM181B	0
FAM182A	4
FAM182B	0
FAM183A	3
FAM183B	0
FAM183CP	0
FAM184A	0
FAM184B	0
FAM185A	0
FAM186A	0
FAM186B	1
FAM187B	0
FAM188A	0
FAM188B	0
FAM189A1	4
FAM189A2	0
FAM189B	5
FAM192A	1
FAM193A	4
FAM193B	0
FAM195A	0
FAM195B	1
FAM196A	1
FAM196B	0
FAM197Y2	0
FAM197Y5	0
FAM198A	0
FAM198B	1
FAM199X	0
FAM19A1	2
FAM19A2	1
FAM19A3	1
FAM19A4	0
FAM19A5	2
FAM200A	0
FAM200B	0
FAM201A	0
FAM204A	0
FAM205A	0
FAM205BP	1
FAM205C	0
FAM206A	2
FAM207A	1
FAM208A	2
FAM208B	2
FAM209A	0
FAM209B	0
FAM20A	0
FAM20B	20
FAM20C	2
FAM210A	0
FAM210B	0
FAM212A	0
FAM212B	2
FAM212B_AS1	0
FAM213A	1
FAM213B	0
FAM214A	0
FAM214B	0
FAM215A	0
FAM216A	0
FAM216B	2
FAM217A	1
FAM217B	0
FAM218A	0
FAM219A	2
FAM219B	3
FAM21A	0
FAM21C	0
FAM21EP	0
FAM220A	0
FAM221A	1
FAM221B	0
FAM222A	1
FAM222A_AS1	0
FAM222B	1
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	0
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	2
FAM227B	0
FAM228A	0
FAM228B	0
FAM229A	0
FAM229B	2
FAM230B	0
FAM230C	0
FAM231A	0
FAM231B	0
FAM231C	0
FAM231D	0
FAM24A	0
FAM24B	0
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	0
FAM26E	0
FAM26F	1
FAM27B	0
FAM27C	0
FAM27E2	0
FAM27E3	0
FAM27L	0
FAM32A	2
FAM35A	0
FAM35BP	0
FAM35DP	1
FAM3A	0
FAM3B	0
FAM3C	0
FAM3D	0
FAM41AY1	0
FAM41AY2	0
FAM41C	0
FAM43A	1
FAM43B	1
FAM45A	0
FAM45B	0
FAM46A	1
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	1
FAM47E	0
FAM47E_STBD1	0
FAM49A	0
FAM49B	1
FAM50A	4
FAM50B	2
FAM53A	1
FAM53B	50
FAM53B_AS1	0
FAM53C	3
FAM57A	2
FAM57B	3
FAM58A	0
FAM60A	0
FAM63A	0
FAM63B	1
FAM64A	4
FAM65A	1
FAM65B	1
FAM65C	3
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	8
FAM69B	0
FAM69C	0
FAM71A	0
FAM71B	1
FAM71C	3
FAM71D	0
FAM71E1	1
FAM71E2	2
FAM71F1	0
FAM71F2	4
FAM72A	0
FAM72B	0
FAM72C	0
FAM72D	0
FAM73A	0
FAM73B	2
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	1
FAM76B	1
FAM78A	1
FAM78B	0
FAM81A	0
FAM81B	0
FAM83A	1
FAM83A_AS1	0
FAM83B	0
FAM83C	0
FAM83C_AS1	1
FAM83D	0
FAM83E	0
FAM83F	0
FAM83G	3
FAM83H	16
FAM83H_AS1	1
FAM84A	3
FAM84B	0
FAM86B1	0
FAM86B2	0
FAM86B3P	0
FAM86C1	0
FAM86C2P	0
FAM86DP	0
FAM86EP	0
FAM86FP	0
FAM86HP	0
FAM86JP	0
FAM87A	3
FAM87B	7
FAM89A	0
FAM89B	138
FAM8A1	0
FAM90A1	1
FAM90A10P	0
FAM90A25P	0
FAM90A27P	0
FAM90A2P	1
FAM90A7P	0
FAM91A1	0
FAM92A1	0
FAM92A1P2	0
FAM92B	6
FAM95A	0
FAM95B1	0
FAM95C	0
FAM96A	0
FAM96B	0
FAM98A	1
FAM98B	0
FAM98C	3
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	1
FAN1	0
FANCA	1
FANCB	3
FANCC	4
FANCD2	0
FANCD2OS	0
FANCE	1
FANCF	7
FANCG	0
FANCI	1
FANCL	0
FANCM	0
FANK1	0
FANK1_AS1	0
FAP	0
FAR1	2
FAR2	0
FAR2P1	2
FAR2P2	0
FARP1	9
FARP2	1
FARS2	0
FARSA	5
FARSB	0
FAS	1
FAS_AS1	0
FASLG	2
FASN	7
FASTK	0
FASTKD1	2
FASTKD2	1
FASTKD3	0
FASTKD5	0
FAT1	3
FAT2	15
FAT3	2
FAT4	1
FATE1	0
FAU	6
FAXC	5
FAXDC2	2
FBF1	2
FBL	1
FBLIM1	0
FBLL1	0
FBLN1	1
FBLN2	1
FBLN5	0
FBLN7	4
FBN1	8
FBN2	3
FBN3	2
FBP1	0
FBP2	0
FBRS	11
FBRSL1	10
FBXL12	2
FBXL13	13
FBXL14	0
FBXL15	0
FBXL16	6
FBXL17	0
FBXL18	6
FBXL19	1
FBXL19_AS1	10
FBXL2	3
FBXL20	7
FBXL21	0
FBXL22	0
FBXL3	1
FBXL4	3
FBXL5	2
FBXL6	1
FBXL7	0
FBXL8	0
FBXO10	1
FBXO11	6
FBXO15	0
FBXO16	0
FBXO17	4
FBXO18	5
FBXO2	0
FBXO21	8
FBXO22	2
FBXO22_AS1	0
FBXO24	2
FBXO25	0
FBXO27	1
FBXO28	0
FBXO3	2
FBXO3_AS1	0
FBXO30	2
FBXO31	9
FBXO32	0
FBXO33	0
FBXO34	0
FBXO36	18
FBXO38	0
FBXO39	0
FBXO4	0
FBXO40	1
FBXO41	2
FBXO42	1
FBXO43	0
FBXO44	0
FBXO45	0
FBXO46	2
FBXO47	2
FBXO48	0
FBXO5	0
FBXO6	1
FBXO7	1
FBXO8	3
FBXO9	4
FBXW10	1
FBXW11	1
FBXW12	0
FBXW2	3
FBXW4	1
FBXW4P1	0
FBXW5	3
FBXW7	10
FBXW8	2
FBXW9	55
FCAMR	2
FCAR	3
FCER1A	0
FCER1G	2
FCER2	0
FCF1	2
FCGBP	5
FCGR1A	0
FCGR1B	0
FCGR1C	0
FCGR2A	0
FCGR2B	0
FCGR2C	0
FCGR3A	0
FCGR3B	0
FCGRT	0
FCHO1	10
FCHO2	0
FCHSD1	0
FCHSD2	1
FCMR	0
FCN1	1
FCN2	0
FCN3	2
FCRL1	1
FCRL2	3
FCRL3	2
FCRL4	0
FCRL5	1
FCRL6	1
FCRLA	0
FCRLB	0
FDCSP	0
FDFT1	10
FDPS	0
FDPSP2	0
FDX1	0
FDX1L	3
FDXACB1	0
FDXR	0
FECH	1
FEM1A	2
FEM1B	1
FEM1C	2
FEN1	1
FENDRR	2
FER	0
FER1L4	8
FER1L5	1
FER1L6	2
FER1L6_AS1	0
FER1L6_AS2	0
FERD3L	0
FERMT1	2
FERMT2	0
FERMT3	3
FES	3
FETUB	0
FEV	1
FEZ1	0
FEZ2	2
FEZF1	0
FEZF1_AS1	1
FEZF2	1
FFAR1	12
FFAR2	0
FFAR3	0
FFAR4	2
FGA	0
FGB	0
FGD1	1
FGD2	3
FGD3	1
FGD4	2
FGD5	0
FGD5_AS1	3
FGD5P1	6
FGD6	1
FGF1	1
FGF10	0
FGF10_AS1	0
FGF11	2
FGF12	2
FGF12_AS1	0
FGF13	1
FGF13_AS1	0
FGF14	0
FGF14_AS1	0
FGF14_AS2	0
FGF14_IT1	1
FGF16	0
FGF17	0
FGF18	0
FGF19	6
FGF2	24
FGF20	0
FGF21	1
FGF22	1
FGF23	0
FGF3	0
FGF4	0
FGF5	0
FGF6	2
FGF7	0
FGF8	5
FGF9	5
FGFBP1	0
FGFBP2	0
FGFBP3	0
FGFR1	12
FGFR1OP	0
FGFR1OP2	0
FGFR2	0
FGFR3	48
FGFR4	0
FGFRL1	1
FGG	0
FGGY	0
FGL1	0
FGL2	0
FGR	1
FH	0
FHAD1	4
FHDC1	3
FHIT	0
FHL1	1
FHL2	1
FHL3	0
FHL5	2
FHOD1	4
FHOD3	1
FIBCD1	12
FIBIN	0
FIBP	0
FICD	0
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	0
FIGNL2	5
FILIP1	2
FILIP1L	1
FIP1L1	1
FIRRE	0
FIS1	0
FITM1	0
FITM2	0
FIZ1	2
FJX1	10
FKBP10	0
FKBP11	1
FKBP14	0
FKBP15	2
FKBP1A	0
FKBP1A_SDCBP2	0
FKBP1AP1	4
FKBP1B	2
FKBP2	5
FKBP3	0
FKBP4	0
FKBP5	4
FKBP6	0
FKBP7	0
FKBP8	12
FKBP9	0
FKBP9P1	0
FKBPL	1
FKRP	4
FKSG29	0
FKTN	1
FLAD1	0
FLCN	4
FLG	3
FLG_AS1	0
FLG2	0
FLI1	2
FLII	10
FLJ10038	2
FLJ12825	0
FLJ13224	0
FLJ16171	0
FLJ16779	1
FLJ20021	0
FLJ21408	0
FLJ22447	0
FLJ22763	1
FLJ23867	1
FLJ25758	0
FLJ26245	0
FLJ26850	2
FLJ27354	0
FLJ30679	0
FLJ31104	0
FLJ31356	0
FLJ31662	0
FLJ32255	0
FLJ33360	0
FLJ33534	0
FLJ33581	0
FLJ34503	0
FLJ35934	0
FLJ36000	0
FLJ36777	0
FLJ37035	0
FLJ37201	1
FLJ37453	1
FLJ37505	0
FLJ38122	2
FLJ38576	0
FLJ40194	0
FLJ40288	0
FLJ41200	0
FLJ41278	0
FLJ41941	0
FLJ42102	0
FLJ42351	0
FLJ42393	0
FLJ42627	1
FLJ42969	0
FLJ43315	0
FLJ43879	1
FLJ44635	0
FLJ45079	1
FLJ45513	0
FLJ46066	0
FLJ46284	0
FLJ46906	0
FLNA	7
FLNB	12
FLNC	9
FLOT1	3
FLOT2	0
FLRT1	1
FLRT2	0
FLRT3	0
FLT1	0
FLT3	0
FLT3LG	4
FLT4	17
FLVCR1	12
FLVCR1_AS1	0
FLVCR2	0
FLYWCH1	10
FLYWCH2	1
FMN1	2
FMN2	3
FMNL1	6
FMNL2	1
FMNL3	3
FMO1	0
FMO2	0
FMO3	1
FMO4	0
FMO5	2
FMO6P	0
FMO9P	1
FMOD	0
FMR1	2
FMR1_AS1	0
FMR1NB	1
FN1	2
FN3K	1
FN3KRP	0
FNBP1	4
FNBP1L	0
FNBP4	4
FNDC1	2
FNDC3A	1
FNDC3B	6
FNDC4	4
FNDC5	0
FNDC7	0
FNDC8	0
FNDC9	0
FNIP1	0
FNIP2	0
FNTA	2
FNTB	0
FOCAD	0
FOCAD_AS1	0
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOPNL	0
FOS	114
FOSB	4
FOSL1	0
FOSL2	10
FOXA1	4
FOXA2	1
FOXA3	2
FOXB1	1
FOXB2	0
FOXC1	0
FOXC2	73
FOXC2_AS1	0
FOXCUT	0
FOXD1	0
FOXD2	0
FOXD2_AS1	0
FOXD3	1
FOXD3_AS1	1
FOXD4	0
FOXD4L1	0
FOXD4L3	0
FOXD4L4	0
FOXD4L5	0
FOXD4L6	0
FOXE1	0
FOXE3	0
FOXF1	0
FOXF2	1
FOXG1	8
FOXG1_AS1	0
FOXH1	0
FOXI1	1
FOXI2	3
FOXI3	0
FOXJ1	28
FOXJ2	0
FOXJ3	82
FOXK1	0
FOXK2	1
FOXL1	0
FOXL2	1
FOXL2NB	0
FOXM1	1
FOXN1	3
FOXN2	0
FOXN3	2
FOXN3_AS1	0
FOXN3_AS2	0
FOXN4	0
FOXO1	0
FOXO3	4
FOXO3B	0
FOXO4	0
FOXO6	3
FOXP1	4
FOXP1_AS1	0
FOXP2	1
FOXP3	0
FOXP4	4
FOXP4_AS1	0
FOXQ1	11
FOXR1	1
FOXR2	1
FOXRED1	1
FOXRED2	4
FOXS1	4
FPGS	7
FPGT	1
FPGT_TNNI3K	0
FPR1	1
FPR2	1
FPR3	3
FRA10AC1	0
FRAS1	5
FRAT1	3
FRAT2	1
FREM1	2
FREM2	2
FREM3	0
FRG1	0
FRG1BP	0
FRG1CP	0
FRG1DP	0
FRG1HP	0
FRG1JP	0
FRG2	0
FRG2B	0
FRG2C	0
FRG2DP	0
FRG2EP	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	8
FRMD4B	4
FRMD5	0
FRMD6	1
FRMD6_AS1	0
FRMD6_AS2	0
FRMD7	7
FRMD8	5
FRMD8P1	1
FRMPD1	1
FRMPD2	1
FRMPD2B	0
FRMPD3	1
FRMPD3_AS1	0
FRMPD4	18
FRRS1	5
FRRS1L	2
FRS2	0
FRS3	0
FRY	0
FRY_AS1	1
FRYL	2
FRZB	1
FSBP	0
FSCB	0
FSCN1	4
FSCN2	3
FSCN3	1
FSD1	3
FSD1L	4
FSD2	2
FSHB	2
FSHR	0
FSIP1	0
FSIP2	0
FST	0
FSTL1	0
FSTL3	43
FSTL4	1
FSTL5	2
FTCD	0
FTCDNL1	0
FTH1	18
FTH1P18	0
FTH1P3	3
FTHL17	1
FTL	7
FTLP10	0
FTMT	0
FTO	4
FTO_IT1	0
FTSJ1	1
FTSJ2	1
FTSJ3	4
FTX	0
FUBP1	5
FUBP3	2
FUCA1	0
FUCA2	1
FUK	0
FUNDC1	0
FUNDC2	0
FUNDC2P2	0
FUOM	4
FURIN	5
FUS	8
FUT1	1
FUT10	0
FUT11	0
FUT2	9
FUT3	1
FUT4	2
FUT5	0
FUT6	1
FUT7	1
FUT8	0
FUT8_AS1	1
FUT9	2
FUZ	0
FXN	0
FXR1	4
FXR2	5
FXYD1	1
FXYD2	0
FXYD3	1
FXYD4	0
FXYD5	0
FXYD6	1
FXYD6_FXYD2	0
FXYD7	1
FYB	7
FYCO1	7
FYN	0
FYTTD1	0
FZD1	1
FZD10	5
FZD10_AS1	0
FZD2	5
FZD3	1
FZD4	1
FZD5	3
FZD6	1
FZD7	0
FZD8	2
FZD9	111
FZR1	5
G0S2	1
G2E3	1
G3BP1	1
G3BP2	3
G6PC	0
G6PC2	0
G6PC3	1
G6PD	2
GAA	1
GAB1	0
GAB2	1
GAB3	1
GAB4	1
GABARAP	3
GABARAPL1	2
GABARAPL2	2
GABARAPL3	0
GABBR1	2
GABBR2	0
GABPA	0
GABPB1	0
GABPB1_AS1	2
GABPB2	2
GABRA1	0
GABRA2	0
GABRA3	1
GABRA4	3
GABRA5	5
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	1
GABRG1	0
GABRG2	0
GABRG3	10
GABRG3_AS1	0
GABRP	0
GABRQ	2
GABRR1	0
GABRR2	1
GABRR3	0
GACAT1	0
GACAT2	0
GACAT3	1
GAD1	0
GAD2	0
GADD45A	0
GADD45B	3
GADD45G	0
GADD45GIP1	2
GADL1	0
GAGE1	0
GAGE10	0
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12I	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAGE4	0
GAGE5	0
GAGE6	0
GAGE7	0
GAGE8	0
GAK	34
GAL	1
GAL3ST1	4
GAL3ST2	1
GAL3ST3	5
GAL3ST4	2
GALC	0
GALE	0
GALK1	1
GALK2	2
GALM	1
GALNS	4
GALNT1	1
GALNT10	3
GALNT11	4
GALNT12	0
GALNT13	2
GALNT14	3
GALNT15	0
GALNT16	1
GALNT18	0
GALNT2	6
GALNT3	1
GALNT4	0
GALNT5	3
GALNT6	0
GALNT7	0
GALNT8	0
GALNT9	3
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	11
GALR2	1
GALR3	0
GALT	1
GAMT	2
GAN	15
GANAB	12
GANC	1
GAP43	0
GAPDH	8
GAPDHS	2
GAPLINC	0
GAPT	0
GAPVD1	3
GAR1	2
GAREM	3
GAREML	2
GARNL3	4
GARS	3
GART	0
GAS1	1
GAS2	2
GAS2L1	15
GAS2L1P2	0
GAS2L2	2
GAS2L3	1
GAS5	0
GAS5_AS1	0
GAS6	0
GAS6_AS1	0
GAS6_AS2	0
GAS7	10
GAS8	3
GAS8_AS1	0
GAST	0
GATA1	0
GATA2	42
GATA2_AS1	6
GATA3	0
GATA3_AS1	0
GATA4	3
GATA5	10
GATA6	1
GATA6_AS1	14
GATAD1	0
GATAD2A	1
GATAD2B	0
GATB	1
GATC	5
GATM	1
GATS	0
GATSL2	6
GATSL3	0
GBA	0
GBA2	3
GBA3	0
GBAP1	0
GBAS	0
GBAT2	0
GBE1	2
GBF1	9
GBGT1	0
